UniqueId,StationUniqueId,PlatformNumber,CardinalDirection,PlatformNaptanCode,FriendlyName,IsCustomerFacing,HasServiceInterchange,AccessibleEntranceName,HasStepFreeRouteInformation
910GCNNB-Plat04-EB-london-overground,910GCNNB,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GCOLSDNS-Plat01-NB-thameslink,910GCOLSDNS,1,Northbound,,Northbound Platform 1,TRUE,FALSE,Brighton Road,TRUE
910GCOLSDNS-Plat02-SB-thameslink,910GCOLSDNS,2,Southbound,,Southbound Platform 2,TRUE,FALSE,Brighton Road,TRUE
910GCRKLWD-Plat01-SB-thameslink,910GCRKLWD,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GCRKLWD-Plat02-NB-thameslink,910GCRKLWD,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,FALSE
910GCRLN-Plat01-WB-national-rail,910GCRLN,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GCRLN-Plat02-EB-national-rail,910GCRLN,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GCROUCHH-Plat01-WB-london-overground,910GCROUCHH,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GCROUCHH-Plat02-EB-london-overground,910GCROUCHH,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GCRPNDPK-Plat01-SB-london-overground,910GCRPNDPK,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GCRPNDPK-Plat02-NB-london-overground,910GCRPNDPK,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GCRSHLTN-Plat01-EB-thameslink,910GCRSHLTN,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
910GCRSHLTN-Plat02-WB-thameslink,910GCRSHLTN,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
910GDALSKLD-Plat01-WB-london-overground,910GDALSKLD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GDALSKLD-Plat02-EB-london-overground,910GDALSKLD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GDALS-Plat01-NB-london-overground,910GDALS,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GDALS-Plat02-SB-london-overground,910GDALS,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GDALS-Plat03-SB-london-overground,910GDALS,3,Southbound,,Southbound Platform 3,TRUE,FALSE,,TRUE
910GDALS-Plat04-SB-london-overground,910GDALS,4,Southbound,,Southbound Platform 4,TRUE,FALSE,,TRUE
910GDARTFD-Plat01-WB-national-rail,910GDARTFD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GDARTFD-Plat02-WB-national-rail,910GDARTFD,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
910GDARTFD-Plat03-WB-national-rail,910GDARTFD,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GDARTFD-Plat04-EB-national-rail,910GDARTFD,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GDENMRKH-Plat01-WB-london-overground|national-rail,910GDENMRKH,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GDENMRKH-Plat02-EB-london-overground|national-rail,910GDENMRKH,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GDENMRKH-Plat03-WB-national-rail,910GDENMRKH,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GDENMRKH-Plat04-EB-national-rail,910GDENMRKH,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GDEPTFD-Plat01-WB-thameslink,910GDEPTFD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GDEPTFD-Plat02-EB-thameslink,910GDEPTFD,2,Eastbound,,Eastbound Platform 2 ,TRUE,FALSE,,TRUE
910GEDMNGRN-Plat01-SB-london-overground|national-rail,910GEDMNGRN,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GEDMNGRN-Plat02-NB-london-overground|national-rail,910GEDMNGRN,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GELTR-Plat01-SB-thameslink,910GELTR,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GELTR-Plat02-NB-thameslink,910GELTR,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GELTR-Plat03-SB-thameslink,910GELTR,3,Southbound,,Southbound Platform 3,TRUE,FALSE,,TRUE
910GELTR-Plat04-NB-thameslink,910GELTR,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,TRUE
910GEMRSPKH-Plat01-EB-london-overground,910GEMRSPKH,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
910GEMRSPKH-Plat01-WB-london-overground,910GEMRSPKH,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GENFLDTN-Plat02-SB-london-overground,910GENFLDTN,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GESTFLDS-Plat01-NB-national-rail,910GESTFLDS,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GESTFLDS-Plat02-SB-national-rail,910GESTFLDS,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GFNCHLYR-Plat01-WB-london-overground,910GFNCHLYR,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GFNCHLYR-Plat02-EB-london-overground,910GFNCHLYR,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GFORESTH-Plat01-NB-london-overground,910GFORESTH,1,Northbound,,Northbound Platform 1,TRUE,FALSE,Devonshire Road,TRUE
910GFORESTH-Plat02-SB-london-overground,910GFORESTH,2,Southbound,,Southbound Platform 2,TRUE,FALSE,Devonshire Road,TRUE
910GFRSTGT-Plat01-WB-elizabeth,910GFRSTGT,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GFRSTGT-Plat02-EB-elizabeth,910GFRSTGT,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GFRSTGT-Plat03-WB-elizabeth,910GFRSTGT,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GFRSTGT-Plat04-EB-elizabeth,910GFRSTGT,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GGIDEAPK-Plat01-WB-elizabeth,910GGIDEAPK,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GGIDEAPK-Plat02-EB-elizabeth,910GGIDEAPK,2,Eastbound,,Eastbound Platform 2 ,TRUE,FALSE,,TRUE
910GGIDEAPK-Plat03-WB-elizabeth,910GGIDEAPK,3,Westbound,,Westbound Platform 3,TRUE,FALSE,Crossways,TRUE
910GGIDEAPK-Plat04-EB-elizabeth,910GGIDEAPK,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,Crossways,TRUE
910GGODMAYS-Plat01-WB-elizabeth,910GGODMAYS,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,FALSE
910GGODMAYS-Plat02-EB-elizabeth,910GGODMAYS,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GGODMAYS-Plat03-WB-elizabeth,910GGODMAYS,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GGODMAYS-Plat04-EB-elizabeth,910GGODMAYS,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GGOSPLOK-Plat01-WB-london-overground,910GGOSPLOK,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GGOSPLOK-Plat02-EB-london-overground,910GGOSPLOK,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GGOSPLOK-Plat03-EB-london-overground,910GGOSPLOK,3,Eastbound,,Eastbound Platform 3,TRUE,FALSE,,TRUE
910GHACKNYC-Plat01-WB-london-overground,910GHACKNYC,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GHACKNYC-Plat02-EB-london-overground,910GHACKNYC,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GHACKNYW-Plat01-WB-london-overground,910GHACKNYW,1,Westbound,,Westbound Platform 1,TRUE,FALSE,Hepscott Road,TRUE
910GHACKNYW-Plat02-EB-london-overground,910GHACKNYW,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,Wallis Road,TRUE
910GHAGGERS-Plat01-NB-london-overground,910GHAGGERS,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GHAGGERS-Plat02-SB-london-overground,910GHAGGERS,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GHAKNYNM-Plat01-SB-london-overground,910GHAKNYNM,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GHAKNYNM-Plat02-NB-london-overground,910GHAKNYNM,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GHAKNYNM-Plat03-SB-london-overground,910GHAKNYNM,3,Southbound,,Southbound Platform 3,TRUE,FALSE,,TRUE
910GHAKNYNM-Plat04-NB-london-overground,910GHAKNYNM,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,TRUE
910GHANWELL-Plat02-WB-elizabeth,910GHANWELL,2,Westbound,,Westbound Platform 2,TRUE,FALSE,Station Approach Road,TRUE
910GHANWELL-Plat03-EB-elizabeth,910GHANWELL,3,Eastbound,,Eastbound Platform 3,TRUE,FALSE,Station Approach Road,TRUE
910GHAYESAH-Plat01-WB-elizabeth,910GHAYESAH,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GHAYESAH-Plat02-EB-elizabeth,910GHAYESAH,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GHAYESAH-Plat03-WB-elizabeth,910GHAYESAH,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GHAYESAH-Plat04-EB-elizabeth,910GHAYESAH,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GHAYESAH-Plat05-EB-elizabeth,910GHAYESAH,5,Eastbound,,Eastbound Platform 5,TRUE,FALSE,,TRUE
910GHDON-Plat01-SB-thameslink,910GHDON,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GHDON-Plat02-NB-thameslink,910GHDON,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,FALSE
910GHEDSTNL-Plat01-SB-london-overground,910GHEDSTNL,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GHEDSTNL-Plat02-NB-london-overground,910GHEDSTNL,2,Northbound,,Northbound Platform 2,TRUE,FALSE,Headstone Lane side,TRUE
910GHERNEH-Plat01-NB-national-rail,910GHERNEH,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GHERNEH-Plat02-NB-national-rail,910GHERNEH,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GHERNEH-Plat03-SB-national-rail,910GHERNEH,3,Southbound,,Southbound Platform 3 ,TRUE,FALSE,,TRUE
910GHERNEH-Plat04-SB-national-rail,910GHERNEH,4,Southbound,,Southbound Platform 4,TRUE,FALSE,,TRUE
910GHGHMSPK-Plat01-SB-london-overground,910GHGHMSPK,1,Southbound,,Southbound Platform 1,TRUE,FALSE,Station Approach,TRUE
910GHGHMSPK-Plat02-NB-london-overground,910GHGHMSPK,2,Northbound,,Northbound Platform 2,TRUE,FALSE,Wilton Place,TRUE
910GHKBG-Plat01-EB-thameslink,910GHKBG,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,FALSE
910GHKBG-Plat02-WB-thameslink,910GHKBG,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,FALSE
910GHMPSTDH-Plat01-WB-london-overground,910GHMPSTDH,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GHMPSTDH-Plat02-EB-london-overground,910GHMPSTDH,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GHOMRTON-Plat01-WB-london-overground,910GHOMRTON,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GHOMRTON-Plat02-EB-london-overground,910GHOMRTON,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GHONROPK-Plat01-NB-london-overground,910GHONROPK,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GHONROPK-Plat02-SB-london-overground,910GHONROPK,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GHOXTON-Plat01-NB-london-overground,910GHOXTON,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GHOXTON-Plat02-SB-london-overground,910GHOXTON,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GHRGYGL-Plat01-WB-london-overground,910GHRGYGL,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GHRGYGL-Plat02-EB-london-overground,910GHRGYGL,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GHRLDWOD-Plat01-WB-elizabeth,910GHRLDWOD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GHRLDWOD-Plat02-EB-elizabeth,910GHRLDWOD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GHRLDWOD-Plat03-WB-elizabeth,910GHRLDWOD,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GHRLDWOD-Plat04-EB-elizabeth,910GHRLDWOD,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GHTCHEND-Plat01-SB-london-overground,910GHTCHEND,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GHTCHEND-Plat02-NB-london-overground,910GHTCHEND,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GHYDNSRD-Plat01-NB-thameslink,910GHYDNSRD,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GHYDNSRD-Plat02-SB-thameslink,910GHYDNSRD,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GILFORD-Plat01-WB-elizabeth,910GILFORD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GILFORD-Plat02-EB-elizabeth,910GILFORD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GILFORD-Plat03-WB-elizabeth,910GILFORD,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GILFORD-Plat04-EB-elizabeth,910GILFORD,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GIVER-Plat01-WB-elizabeth,910GIVER,1,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GIVER-Plat02-EB-elizabeth,910GIVER,2,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GIVER-Plat03-WB-elizabeth,910GIVER,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GIVER-Plat04-EB-elizabeth,910GIVER,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GKENR-Plat01-WB-london-overground,910GKENR,1,Westbound,,Westbound Platform 1,TRUE,FALSE,Station Terrace,TRUE
910GKENR-Plat02-EB-london-overground,910GKENR,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,Chamberlayne Road,TRUE
910GKLBRNHR-Plat01-SB-london-overground,910GKLBRNHR,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GKLBRNHR-Plat02-NB-london-overground,910GKLBRNHR,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GKNTSHTW-Plat01-WB-london-overground,910GKNTSHTW,1,Westbound,,Westbound Platform 1 ,TRUE,FALSE,,TRUE
910GKNTSHTW-Plat02-EB-london-overground,910GKNTSHTW,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GLANGLEY-Plat01-WB-elizabeth,910GLANGLEY,1,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GLANGLEY-Plat02-EB-elizabeth,910GLANGLEY,2,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GLANGLEY-Plat03-WB-elizabeth,910GLANGLEY,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GLANGLEY-Plat04-EB-elizabeth,910GLANGLEY,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GLBGHJN-Plat01-NB-thameslink,910GLBGHJN,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GLBGHJN-Plat02-SB-thameslink,910GLBGHJN,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GLEYTNMR-Plat01-WB-london-overground,910GLEYTNMR,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GLEYTNMR-Plat02-EB-london-overground,910GLEYTNMR,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GLONFLDS-Plat01-SB-london-overground,910GLONFLDS,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GLONFLDS-Plat02-NB-london-overground,910GLONFLDS,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GLYTNSHR-Plat01-WB-london-overground,910GLYTNSHR,1,Westbound,,Westbound Platform 1 ,TRUE,FALSE,,TRUE
910GLYTNSHR-Plat02-EB-london-overground,910GLYTNSHR,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GMANRPK-Plat01-WB-elizabeth,910GMANRPK,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GMANRPK-Plat02-EB-elizabeth,910GMANRPK,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GMANRPK-Plat03-WB-elizabeth,910GMANRPK,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GMANRPK-Plat04-EB-elizabeth,910GMANRPK,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GMAZEH-Plat01-WB-thameslink,910GMAZEH,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,FALSE
910GMAZEH-Plat02-EB-thameslink,910GMAZEH,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,FALSE
910GMDNHEAD-Plat01-WB-elizabeth,910GMDNHEAD,1,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GMDNHEAD-Plat02-EB-elizabeth,910GMDNHEAD,2,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GMDNHEAD-Plat03-WB-elizabeth,910GMDNHEAD,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GMDNHEAD-Plat04-EB-elizabeth,910GMDNHEAD,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GMDNHEAD-Plat05-EB-elizabeth,910GMDNHEAD,5,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GMLHB-Plat01-SB-thameslink,910GMLHB,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GMLHB-Plat02-NB-thameslink,910GMLHB,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,FALSE
910GMORDENS-Plat01-NB-thameslink,910GMORDENS,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GMORDENS-Plat02-SB-thameslink,910GMORDENS,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GMRYLAND-Plat01-WB-elizabeth,910GMRYLAND,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GMRYLAND-Plat02-EB-elizabeth,910GMRYLAND,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GMRYLAND-Plat03-WB-elizabeth,910GMRYLAND,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GMRYLAND-Plat04-EB-elizabeth,910GMRYLAND,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GNBARNET-Plat01-SB-thameslink,910GNBARNET,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GNBARNET-Plat04-NB-thameslink,910GNBARNET,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,FALSE
910GNEWSGAT-Plat01-SB-national-rail,910GNEWSGAT,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GNEWSGAT-Plat04-NB-national-rail,910GNEWSGAT,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,FALSE
910GNUNHEAD-Plat01-WB-national-rail,910GNUNHEAD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,FALSE
910GNUNHEAD-Plat02-EB-national-rail,910GNUNHEAD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,FALSE
910GOKLGHPK-Plat01-SB-thameslink,910GOKLGHPK,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GOKLGHPK-Plat04-NB-thameslink,910GOKLGHPK,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,FALSE
910GORPNGTN-Plat01-NB-national-rail,910GORPNGTN,1,Northbound,,Northbound Platform 1 ,TRUE,FALSE,,TRUE
910GORPNGTN-Plat02-NB-national-rail,910GORPNGTN,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GORPNGTN-Plat03-SB-national-rail,910GORPNGTN,3,Southbound,,Southbound Platform 3,TRUE,FALSE,,TRUE
910GORPNGTN-Plat04-NB-national-rail,910GORPNGTN,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,TRUE
910GORPNGTN-Plat05-SB-national-rail,910GORPNGTN,5,Southbound,,Southbound Platform 5,TRUE,FALSE,,TRUE
910GORPNGTN-Plat06-NB-national-rail,910GORPNGTN,6,Northbound,,Northbound Platform 6,TRUE,FALSE,,TRUE
910GORPNGTN-Plat07-NB-national-rail,910GORPNGTN,7,Northbound,,Northbound Platform 7,TRUE,FALSE,,TRUE
910GORPNGTN-Plat08-NB-national-rail,910GORPNGTN,8,Northbound,,Northbound Platform 8,TRUE,FALSE,,TRUE
910GPCKHMQD-Plat01-NB-london-overground,910GPCKHMQD,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GPCKHMQD-Plat02-SB-london-overground,910GPCKHMQD,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GPCKHMRY-Plat01-WB-london-overground,910GPCKHMRY,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GPCKHMRY-Plat02-EB-london-overground,910GPCKHMRY,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GPCKHMRY-Plat03-NB-thameslink,910GPCKHMRY,3,Northbound,,Northbound Platform 3,TRUE,FALSE,,FALSE
910GPCKHMRY-Plat04-SB-thameslink,910GPCKHMRY,4,Southbound,,Southbound Platform 4,TRUE,FALSE,,FALSE
910GPENEW-Plat01-NB-london-overground,910GPENEW,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GPENEW-Plat02-SB-london-overground,910GPENEW,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GPETSWD-Plat03-NB-thameslink,910GPETSWD,3,Northbound,,Northbound Platform 3,TRUE,FALSE,,FALSE
910GPETSWD-Plat04-SB-thameslink,910GPETSWD,4,Southbound,,Southbound Platform 4,TRUE,FALSE,,FALSE
910GPLMS-Plat01-EB-thameslink,910GPLMS,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,FALSE
910GPLMS-Plat02-WB-thameslink,910GPLMS,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,FALSE
910GPURLEY-Plat03-NB-thameslink,910GPURLEY,3,Northbound,,Northbound Platform 3,TRUE,FALSE,,FALSE
910GPURLEY-Plat04-SB-thameslink,910GPURLEY,4,Southbound,,Southbound Platform 4,TRUE,FALSE,,FALSE
910GRBRN-Plat01-NB-thameslink,910GRBRN,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GRBRN-Plat02-SB-thameslink,910GRBRN,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GRCTRYRD-Plat01-SB-london-overground,910GRCTRYRD,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GRCTRYRD-Plat02-NB-london-overground,910GRCTRYRD,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GRDNGSTN-Plat14-EB-elizabeth,910GRDNGSTN,14,Eastbound,,Eastbound Platform 14,TRUE,FALSE,,TRUE
910GROMFORD-Plat01-EB-london-overground,910GROMFORD,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
910GROMFORD-Plat04-WB-elizabeth,910GROMFORD,4,Westbound,,Westbound Platform 4,TRUE,FALSE,,TRUE
910GROMFORD-Plat05-EB-elizabeth,910GROMFORD,5,Eastbound,,Eastbound Platform 5,TRUE,FALSE,,TRUE
910GRTHERHI-Plat01-NB-london-overground,910GRTHERHI,1,Northbound,,Northbound Platform 1 ,TRUE,FALSE,,TRUE
910GRTHERHI-Plat02-SB-london-overground,910GRTHERHI,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GSACTON-Plat01-WB-london-overground,910GSACTON,1,Westbound,,Westbound Platform 1,TRUE,FALSE,Kingswood Terrace,TRUE
910GSACTON-Plat02-EB-london-overground,910GSACTON,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,Palmerston Road,TRUE
910GSBURY-Plat01-SB-london-overground,910GSBURY,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GSBURY-Plat02-NB-london-overground,910GSBURY,2,Northbound,,Northbound Platform 2 ,TRUE,FALSE,,TRUE
910GSCROYDN-Plat03-NB-thameslink,910GSCROYDN,3,Northbound,,Northbound Platform 3,TRUE,FALSE,,FALSE
910GSCROYDN-Plat05-SB-thameslink,910GSCROYDN,5,Southbound,,Southbound Platform 5,TRUE,FALSE,,FALSE
910GSHENFLD-Plat05-WB-elizabeth,910GSHENFLD,5,Westbound,,Westbound Platform 5,TRUE,FALSE,,TRUE
910GSHENFLD-Plat06-WB-elizabeth,910GSHENFLD,6,Westbound,,Westbound Platform 6,TRUE,FALSE,,TRUE
910GSHLIER-Plat01-NB-thameslink,910GSHLIER,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GSHLIER-Plat02-SB-thameslink,910GSHLIER,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GSHMPSTD-Plat01-SB-london-overground,910GSHMPSTD,1,Southbound,,Southbound Platform 1 ,TRUE,FALSE,,TRUE
910GSHMPSTD-Plat02-NB-london-overground,910GSHMPSTD,2,Northbound,,Northbound Platform 2 ,TRUE,FALSE,,TRUE
910GSHRDHST-Plat01-NB-london-overground,910GSHRDHST,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GSHRDHST-Plat02-SB-london-overground,910GSHRDHST,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GSHRTLND-Plat01-NB-thameslink,910GSHRTLND,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GSHRTLND-Plat02-SB-thameslink,910GSHRTLND,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GSIVRST-Plat01-SB-london-overground,910GSIVRST,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GSIVRST-Plat02-NB-london-overground,910GSIVRST,2,Northbound,,Northbound Platform 2 ,TRUE,FALSE,,TRUE
910GSLADEGN-Plat01-WB-thameslink,910GSLADEGN,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,FALSE
