UniqueId,StationUniqueId,PlatformNumber,CardinalDirection,PlatformNaptanCode,FriendlyName,IsCustomerFacing,HasServiceInterchange,AccessibleEntranceName,HasStepFreeRouteInformation
910GSLADEGN-Plat02-EB-thameslink,910GSLADEGN,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,FALSE
910GSLOUGH-Plat02-WB-elizabeth,910GSLOUGH,2,Westbound,,Westbound Platform 4,TRUE,FALSE,,TRUE
910GSLOUGH-Plat03-EB-elizabeth,910GSLOUGH,3,Eastbound,,Eastbound Platform 5,TRUE,FALSE,,TRUE
910GSLOUGH-Plat04-WB-elizabeth,910GSLOUGH,4,Westbound,,Westbound Platform 4,TRUE,FALSE,,TRUE
910GSLOUGH-Plat05-EB-elizabeth,910GSLOUGH,5,Eastbound,,Eastbound Platform 5,TRUE,FALSE,,TRUE
910GSMERTON-Plat01-NB-thameslink,910GSMERTON,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GSMERTON-Plat02-SB-thameslink,910GSMERTON,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GSTHALL-Plat01-WB-elizabeth,910GSTHALL,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,FALSE
910GSTHALL-Plat02-EB-elizabeth,910GSTHALL,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,FALSE
910GSTHALL-Plat03-WB-elizabeth,910GSTHALL,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GSTHALL-Plat04-EB-elizabeth,910GSTHALL,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GSTJMSST-Plat01-SB-london-overground,910GSTJMSST,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GSTJMSST-Plat02-NB-london-overground,910GSTJMSST,2,Northbound,,Northbound Platform 2 ,TRUE,FALSE,,TRUE
910GSTKNWNG-Plat01-SB-london-overground,910GSTKNWNG,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GSTKNWNG-Plat02-NB-london-overground,910GSTKNWNG,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GSTMFDHL-Plat01-SB-london-overground,910GSTMFDHL,1,Southbound,,Southbound Platform 1 ,TRUE,FALSE,,TRUE
910GSTMFDHL-Plat02-NB-london-overground,910GSTMFDHL,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GSTMRYC-Plat01-WB-thameslink,910GSTMRYC,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GSTMRYC-Plat02-EB-thameslink,910GSTMRYC,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GSTOTNHM-Plat01-WB-london-overground,910GSTOTNHM,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GSTOTNHM-Plat02-EB-london-overground,910GSTOTNHM,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GSTPXBOX-PlatB-NB-national-rail,HUBKGX,B,Northbound,,Northbound Platform B,TRUE,FALSE,,TRUE
910GSTPXBOX-PlatA-SB-national-rail,HUBKGX,A,Southbound,,Southbound Platform A,TRUE,FALSE,,TRUE
910GSTPADOM-Plat01-NB-national-rail,HUBKGX,1,Northbound,,Northbound Platform 1 ,TRUE,FALSE,,TRUE
910GSTPADOM-Plat02-NB-national-rail,HUBKGX,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GSTPADOM-Plat03-NB-national-rail,HUBKGX,3,Northbound,,Northbound Platform 3,TRUE,FALSE,,TRUE
910GSTPADOM-Plat04-NB-national-rail,HUBKGX,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,TRUE
910GSTPADOM-Plat11-EB-national-rail,HUBKGX,11,Eastbound,,Eastbound Platform 11,TRUE,FALSE,,TRUE
910GSTPADOM-Plat12-EB-national-rail,HUBKGX,12,Eastbound,,Eastbound Platform 12,TRUE,FALSE,,TRUE
910GSTPADOM-Plat13-EB-national-rail,HUBKGX,13,Eastbound,,Eastbound Platform 13,TRUE,FALSE,,TRUE
910GSTRETHM-Plat01-SB-thameslink,910GSTRETHM,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GSTRETHM-Plat02-NB-thameslink,910GSTRETHM,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,FALSE
910GSURREYQ-Plat01-NB-london-overground,910GSURREYQ,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GSURREYQ-Plat02-SB-london-overground,910GSURREYQ,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GSUTTONC-Plat01-NB-thameslink,910GSUTTONC,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GSUTTONC-Plat02-SB-thameslink,910GSUTTONC,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GSUTTON-Plat01-EB-thameslink,910GSUTTON,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,FALSE
910GSUTTON-Plat02-WB-thameslink,910GSUTTON,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,FALSE
910GSVNKNGS-Plat01-WB-elizabeth,910GSVNKNGS,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GSVNKNGS-Plat02-EB-elizabeth,910GSVNKNGS,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GSVNKNGS-Plat03-WB-elizabeth,910GSVNKNGS,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GSVNKNGS-Plat04-EB-elizabeth,910GSVNKNGS,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GSWLY-Plat01-NB-thameslink,910GSWLY,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GSWLY-Plat02-SB-thameslink,910GSWLY,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GSWLY-Plat03-NB-thameslink,910GSWLY,3,Northbound,,Northbound Platform 3,TRUE,FALSE,,TRUE
910GSWLY-Plat04-SB-thameslink,910GSWLY,4,Southbound,,Southbound Platform 4,TRUE,FALSE,,TRUE
910GTAPLOW-Plat01-WB-elizabeth,910GTAPLOW,1,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GTAPLOW-Plat02-EB-elizabeth,910GTAPLOW,2,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GTAPLOW-Plat03-WB-elizabeth,910GTAPLOW,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GTAPLOW-Plat04-EB-elizabeth,910GTAPLOW,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GTHBLDSG-Plat01-SB-london-overground,910GTHBLDSG,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GTHBLDSG-Plat02-NB-london-overground,910GTHBLDSG,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GTOOTING-Plat01-NB-thameslink,910GTOOTING,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GTOOTING-Plat02-SB-thameslink,910GTOOTING,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GTULSEH-Plat01-NB-thameslink,910GTULSEH,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GTULSEH-Plat02-SB-thameslink,910GTULSEH,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GTURKYST-Plat01-SB-london-overground,910GTURKYST,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GTURKYST-Plat02-NB-london-overground,910GTURKYST,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GTWYFORD-Plat01-WB-elizabeth,910GTWYFORD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GTWYFORD-Plat02-EB-elizabeth,910GTWYFORD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GTWYFORD-Plat03-WB-elizabeth,910GTWYFORD,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GTWYFORD-Plat04-EB-elizabeth,910GTWYFORD,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GUPRHLWY-Plat01-WB-london-overground,910GUPRHLWY,1,Westbound,,Westbound Platform 1,TRUE,FALSE,Holloway Road,TRUE
910GUPRHLWY-Plat02-EB-london-overground,910GUPRHLWY,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GWAPPING-Plat01-NB-london-overground,910GWAPPING,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
910GWAPPING-Plat02-SB-london-overground,910GWAPPING,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
910GWATFDHS-Plat01-SB-london-overground,910GWATFDHS,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GWATFDHS-Plat02-NB-london-overground,910GWATFDHS,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GWCOMBEP-Plat01-WB-thameslink,910GWCOMBEP,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,FALSE
910GWCOMBEP-Plat02-EB-thameslink,910GWCOMBEP,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,FALSE
910GWDGRNPK-Plat01-WB-london-overground,910GWDGRNPK,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GWDGRNPK-Plat02-EB-london-overground,910GWDGRNPK,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GWDRYTON-Plat01-WB-elizabeth,910GWDRYTON,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GWDRYTON-Plat02-EB-elizabeth,910GWDRYTON,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GWDRYTON-Plat03-WB-elizabeth,910GWDRYTON,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GWDRYTON-Plat04-EB-elizabeth,910GWDRYTON,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GWDRYTON-Plat05-EB-elizabeth,910GWDRYTON,5,Eastbound,,Eastbound Platform 5,TRUE,FALSE,,TRUE
910GWDST-Plat01-SB-london-overground,910GWDST,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GWDST-Plat02-NB-london-overground,910GWDST,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GWEALING-Plat03-WB-elizabeth,910GWEALING,3,Westbound,,Westbound Platform 3,TRUE,FALSE,,TRUE
910GWEALING-Plat04-EB-elizabeth,910GWEALING,4,Eastbound,,Eastbound Platform 4,TRUE,FALSE,,TRUE
910GWHHRTLA-Plat01-SB-london-overground,910GWHHRTLA,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
910GWHHRTLA-Plat02-NB-london-overground,910GWHHRTLA,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
910GWHMDSTD-Plat01-EB-london-overground,910GWHMDSTD,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
910GWHMDSTD-Plat02-WB-london-overground,910GWHMDSTD,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
910GWHMPSTM-Plat01-SB-thameslink,910GWHMPSTM,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,FALSE
910GWHMPSTM-Plat02-NB-thameslink,910GWHMPSTM,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,FALSE
910GWHMPSTM-Plat03-SB-thameslink,910GWHMPSTM,3,Southbound,,Southbound Platform 3,TRUE,FALSE,,FALSE
910GWHMPSTM-Plat04-NB-thameslink,910GWHMPSTM,4,Northbound,,Northbound Platform 4,TRUE,FALSE,,FALSE
910GWIMLCHS-Plat01-NB-thameslink,910GWIMLCHS,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GWIMLCHS-Plat02-SB-thameslink,910GWIMLCHS,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GWLTHQRD-Plat01-WB-london-overground,910GWLTHQRD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GWLTHQRD-Plat02-EB-london-overground,910GWLTHQRD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GWNDSWRD-Plat01-WB-london-overground,910GWNDSWRD,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GWNDSWRD-Plat02-EB-london-overground,910GWNDSWRD,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GWNSTDPK-Plat01-WB-london-overground,910GWNSTDPK,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
910GWNSTDPK-Plat02-EB-london-overground,910GWNSTDPK,2,Eastbound,,Eastbound Platform 2,TRUE,FALSE,,TRUE
910GWSUTTON-Plat01-NB-thameslink,910GWSUTTON,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,FALSE
910GWSUTTON-Plat02-SB-thameslink,910GWSUTTON,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,FALSE
910GWOLWXR-PlatA-EB-elizabeth,910GWOLWXR,A,Eastbound,,Eastbound Platform A,TRUE,FALSE,,TRUE
910GWOLWXR-PlatB-WB-elizabeth,910GWOLWXR,B,Westbound,,Westbound Platform B,TRUE,FALSE,,TRUE
940GZZALGWP-NB-london-cable-car,940GZZALGWP,,Northbound,,Northbound,TRUE,FALSE,,TRUE
940GZZALRDK-SB-london-cable-car,940GZZALRDK,,Southbound,9400ZZALRDK1,Southbound,TRUE,FALSE,,TRUE
940GZZCRADD-EB-tram,940GZZCRADD,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRADD-WB-tram,940GZZCRADD,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRADV-EB-tram,940GZZCRADV,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRADV-WB-tram,940GZZCRADV,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRAMP-EB-tram,940GZZCRAMP,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRAMP-WB-tram,940GZZCRAMP,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRARA-EB-tram,940GZZCRARA,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRARA-WB-tram,940GZZCRARA,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRAVE-EB-tram,940GZZCRAVE,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRAVE-WB-tram,940GZZCRAVE,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRBED-EB-tram,940GZZCRBED,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRBED-WB-tram,940GZZCRBED,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRBGV-EB-tram,940GZZCRBGV,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRBGV-WB-tram,940GZZCRBGV,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRBLA-EB-tram,940GZZCRBLA,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRBLA-WB-tram,940GZZCRBLA,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRBRD-EB-tram,940GZZCRBRD,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRBRD-WB-tram,940GZZCRBRD,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRCEN-WB-tram,940GZZCRCEN,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRCHR-WB-tram,940GZZCRCHR,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRCOO-EB-tram,940GZZCRCOO,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRCOO-WB-tram,940GZZCRCOO,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRCTR-EB-tram,940GZZCRCTR,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRDDR-EB-tram,940GZZCRDDR,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRDDR-WB-tram,940GZZCRDDR,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRFLD-EB-tram,940GZZCRFLD,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRFLD-WB-tram,940GZZCRFLD,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRGRA-EB-tram,940GZZCRGRA,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRGRA-WB-tram,940GZZCRGRA,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRHAR-EB-tram,940GZZCRHAR,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRHAR-WB-tram,940GZZCRHAR,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRKGH-EB-tram,940GZZCRKGH,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRKGH-WB-tram,940GZZCRKGH,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRLEB-EB-tram,940GZZCRLEB,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRLEB-WB-tram,940GZZCRLEB,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRLOY-EB-tram,940GZZCRLOY,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRLOY-WB-tram,940GZZCRLOY,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRMCH-EB-tram,940GZZCRMCH,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRMCH-WB-tram,940GZZCRMCH,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRMDN-EB-tram,940GZZCRMDN,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRMDN-WB-tram,940GZZCRMDN,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRMTP-EB-tram,940GZZCRMTP,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRMTP-WB-tram,940GZZCRMTP,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRNWA-WB-tram,940GZZCRNWA,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRPHI-EB-tram,940GZZCRPHI,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRPHI-WB-tram,940GZZCRPHI,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRRVC-EB-tram,940GZZCRRVC,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRSAN-EB-tram,940GZZCRSAN,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRSAN-WB-tram,940GZZCRSAN,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRTPA-EB-tram,940GZZCRTPA,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRTPA-WB-tram,940GZZCRTPA,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRWAD-EB-tram,940GZZCRWAD,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRWAD-WB-tram,940GZZCRWAD,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRWAN-EB-tram,940GZZCRWAN,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRWAN-WB-tram,940GZZCRWAN,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZCRWEL-EB-tram,940GZZCRWEL,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRWOD-EB-tram,940GZZCRWOD,,Eastbound,,Eastbound,TRUE,FALSE,,TRUE
940GZZCRWOD-WB-tram,940GZZCRWOD,,Westbound,,Westbound,TRUE,FALSE,,TRUE
940GZZDLABR-Plat01-SB-dlr,940GZZDLABR,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLABR-Plat02-NB-dlr,940GZZDLABR,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLALL-Plat01-NB-dlr,940GZZDLALL,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLALL-Plat02-SB-dlr,940GZZDLALL,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLBEC-Plat01-WB-dlr,940GZZDLBEC,1,Westbound,,Westbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLBEC-Plat02-WB-dlr,940GZZDLBEC,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLBLA-Plat01-EB-dlr,940GZZDLBLA,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLBLA-Plat02-WB-dlr,940GZZDLBLA,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLBOW-Plat01-NB-dlr,940GZZDLBOW,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLBOW-Plat02-SB-dlr,940GZZDLBOW,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLBPK-Plat01-EB-dlr,940GZZDLBPK,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLBPK-Plat02-WB-dlr,940GZZDLBPK,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLCLA-Plat01-SB-dlr,940GZZDLCLA,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLCLA-Plat02-NB-dlr,940GZZDLCLA,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
HUBCUS-PlatA-EB-elizabeth,HUBCUS,A,Eastbound,,Eastbound Platform A,TRUE,FALSE,,TRUE
HUBCUS-PlatB-WB-elizabeth,HUBCUS,B,Westbound,,Westbound Platform B,TRUE,FALSE,,TRUE
HUBCUS-Plat03-EB-dlr,HUBCUS,3,Eastbound,,Eastbound Platform 3,TRUE,FALSE,,TRUE
HUBCUS-Plat04-WB-dlr,HUBCUS,4,Westbound,,Westbound Platform 4,TRUE,FALSE,,TRUE
940GZZDLCYP-Plat01-EB-dlr,940GZZDLCYP,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLCYP-Plat02-WB-dlr,940GZZDLCYP,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLDEP-Plat01-SB-dlr,940GZZDLDEP,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLDEP-Plat02-NB-dlr,940GZZDLDEP,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLDEV-Plat01-NB-dlr,940GZZDLDEV,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLDEV-Plat02-SB-dlr,940GZZDLDEV,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLEIN-Plat01-EB-dlr,940GZZDLEIN,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLEIN-Plat02-WB-dlr,940GZZDLEIN,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLELV-Plat01-SB-dlr,940GZZDLELV,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLELV-Plat02-NB-dlr,940GZZDLELV,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLGAL-Plat01-EB-dlr,940GZZDLGAL,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLGAL-Plat02-WB-dlr,940GZZDLGAL,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLHEQ-Plat01-SB-dlr,940GZZDLHEQ,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLHEQ-Plat02-NB-dlr,940GZZDLHEQ,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLISL-Plat01-SB-dlr,940GZZDLISL,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLISL-Plat02-NB-dlr,940GZZDLISL,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLKGV-Plat01-SB-dlr,940GZZDLKGV,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLKGV-Plat02-NB-dlr,940GZZDLKGV,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLLDP-Plat01-NB-dlr,940GZZDLLDP,1,Northbound,,Northbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLLDP-Plat02-SB-dlr,940GZZDLLDP,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLMUD-Plat01-SB-dlr,940GZZDLMUD,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLMUD-Plat02-NB-dlr,940GZZDLMUD,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLPDK-Plat01-SB-dlr,940GZZDLPDK,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLPDK-Plat02-NB-dlr,940GZZDLPDK,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLPOP-Plat01-EB-dlr,940GZZDLPOP,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLPOP-Plat02-NB-dlr,940GZZDLPOP,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLPOP-Plat03-SB-dlr,940GZZDLPOP,3,Southbound,,Southbound Platform 3,TRUE,FALSE,,TRUE
940GZZDLPOP-Plat04-WB-dlr,940GZZDLPOP,4,Westbound,,Westbound Platform 4,TRUE,FALSE,,TRUE
940GZZDLPRE-Plat01-EB-dlr,940GZZDLPRE,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLPRE-Plat02-WB-dlr,940GZZDLPRE,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLPUD-Plat01-EB-dlr,940GZZDLPUD,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLPUD-Plat02-WB-dlr,940GZZDLPUD,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLRAL-Plat01-EB-dlr,940GZZDLRAL,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLRAL-Plat02-WB-dlr,940GZZDLRAL,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLRVC-Plat01-EB-dlr,940GZZDLRVC,1,Eastbound,,Eastbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLRVC-Plat02-WB-dlr,940GZZDLRVC,2,Westbound,,Westbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLSHS-Plat01-SB-dlr,940GZZDLSHS,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLSHS-Plat02-NB-dlr,940GZZDLSHS,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLSIT-Plat01-SB-dlr,940GZZDLSIT,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLSIT-Plat02-SB-dlr,940GZZDLSIT,2,Southbound,,Southbound Platform 2,TRUE,FALSE,,TRUE
940GZZDLSOQ-Plat01-SB-dlr,940GZZDLSOQ,1,Southbound,,Southbound Platform 1,TRUE,FALSE,,TRUE
940GZZDLSOQ-Plat02-NB-dlr,940GZZDLSOQ,2,Northbound,,Northbound Platform 2,TRUE,FALSE,,TRUE
