StationUniqueId,Id,IsAccessible,HasBabyChanging,IsInsideGateLine,Location,IsFeeCharged,Type,IsManagedByTfL
HUBCHX,3,TRUE,TRUE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBCLJ,1,FALSE,FALSE,TRUE,Located in Brighton Yard ticket hall,TRUE,Male,FALSE
HUBCLJ,2,FALSE,TRUE,TRUE,Located in Brighton Yard ticket hall,TRUE,Female,FALSE
HUBCLJ,3,TRUE,FALSE,TRUE,Located in Brighton Yard ticket hall,TRUE,Unisex,FALSE
HUBCLW,1,FALSE,FALSE,TRUE,Located on platform 2,FALSE,Male,TRUE
HUBCLW,2,FALSE,FALSE,TRUE,Located on platform 2,FALSE,Female,TRUE
HUBCST,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBCST,2,FALSE,TRUE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBCST,3,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBCUS,1,TRUE,TRUE,TRUE,,FALSE,Unisex,TRUE
HUBCYP,1,FALSE,FALSE,TRUE,,FALSE,Male,TRUE
HUBCYP,2,FALSE,TRUE,TRUE,,FALSE,Female,TRUE
HUBCYP,3,TRUE,FALSE,TRUE,,FALSE,Unisex,TRUE
HUBEAL,1,FALSE,FALSE,TRUE,,FALSE,Male,FALSE
HUBEAL,2,FALSE,TRUE,TRUE,,FALSE,Female,FALSE
HUBEAL,3,TRUE,FALSE,TRUE,Changing Places available,FALSE,Unisex,FALSE
HUBELM,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBEUS,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBEUS,2,FALSE,TRUE,FALSE,Located in National Rail station. Baby changing is standalone area,FALSE,Female,FALSE
HUBEUS,3,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBH13,1,FALSE,FALSE,FALSE,Located at street level,FALSE,Male,FALSE
HUBH13,2,FALSE,TRUE,FALSE,Located at street level. Baby changing is standalone area,FALSE,Female,FALSE
HUBH13,3,TRUE,FALSE,FALSE,Located at street level,FALSE,Unisex,FALSE
HUBHOH,1,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,Male,TRUE
HUBHOH,2,FALSE,TRUE,FALSE,Located in ticket hall,FALSE,Female,TRUE
HUBHX4,1,FALSE,FALSE,FALSE,Located in airport,FALSE,Male,FALSE
HUBHX4,2,FALSE,FALSE,FALSE,Located in airport,FALSE,Female,FALSE
HUBHX4,3,TRUE,FALSE,FALSE,Located in airport,FALSE,Unisex,FALSE
HUBHX5,1,FALSE,FALSE,TRUE,Located on lower concourse,FALSE,Male,FALSE
HUBHX5,2,FALSE,TRUE,TRUE,Located on lower concourse,FALSE,Female,FALSE
HUBHX5,3,TRUE,FALSE,TRUE,Located on lower concourse,FALSE,Unisex,FALSE
HUBKGX,1,FALSE,TRUE,FALSE,Located in King's Cross National Rail station,FALSE,Male,FALSE
HUBKGX,2,FALSE,TRUE,FALSE,Located in King's Cross National Rail station,FALSE,Female,FALSE
HUBKGX,3,TRUE,TRUE,FALSE,Located in King's Cross National Rail station. Changing Places and standalone baby changing area available.,FALSE,Unisex,FALSE
HUBKPA,1,FALSE,FALSE,TRUE,,FALSE,Male,TRUE
HUBKPA,2,FALSE,TRUE,TRUE,,FALSE,Female,TRUE
HUBKPA,3,TRUE,FALSE,TRUE,,FALSE,Unisex,TRUE
HUBKWG,1,FALSE,FALSE,TRUE,Located in Eastbound ticket hall,FALSE,Male,TRUE
HUBKWG,2,FALSE,FALSE,TRUE,Located in Eastbound ticket hall,FALSE,Female,TRUE
HUBLBG,1,FALSE,TRUE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBLBG,2,FALSE,TRUE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBLBG,3,TRUE,TRUE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBLEW,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBLEW,2,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBLEW,3,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBLST,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBLST,2,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBLST,3,TRUE,TRUE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBMJT,1,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBMYB,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBMYB,2,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBMYB,3,TRUE,TRUE,FALSE,Located in National Rail station. Baby changing is standalone area,FALSE,Unisex,FALSE
HUBNWD,1,FALSE,FALSE,TRUE,,FALSE,Male,TRUE
HUBNWD,2,FALSE,TRUE,TRUE,,FALSE,Female,TRUE
HUBNWD,3,TRUE,FALSE,TRUE,,FALSE,Unisex,TRUE
HUBNWX,1,FALSE,FALSE,TRUE,Located on platform C,FALSE,Male,FALSE
HUBNWX,2,FALSE,FALSE,TRUE,Located on platform C,FALSE,Female,FALSE
HUBNWX,3,TRUE,FALSE,TRUE,Located on platform C,FALSE,Unisex,FALSE
HUBPAD,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBPAD,2,FALSE,TRUE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBPAD,3,TRUE,FALSE,FALSE,Located in National Rail station. Baby changing is standalone area and Changing Places toilet available.,FALSE,Unisex,FALSE
HUBRIC,1,FALSE,FALSE,TRUE,Located on platform 2,FALSE,Male,TRUE
HUBRIC,2,FALSE,FALSE,TRUE,Located on platform 2,FALSE,Female,TRUE
HUBRMD,1,FALSE,FALSE,FALSE,Located on lower concourse,TRUE,Male,FALSE
HUBRMD,2,FALSE,FALSE,FALSE,Located on lower concourse,TRUE,Female,FALSE
HUBRMD,3,TRUE,TRUE,FALSE,Located on lower concourse,TRUE,Unisex,FALSE
HUBSRA,1,FALSE,FALSE,TRUE,"Located in Southern ticket hall, paid side",FALSE,Male,TRUE
HUBSRA,2,FALSE,FALSE,TRUE,"Located in Southern ticket hall, paid side",FALSE,Female,TRUE
HUBSRA,3,TRUE,TRUE,TRUE,"Located in Southern ticket hall, paid side. Baby changing standalone area",FALSE,Unisex,TRUE
HUBSRA,4,TRUE,FALSE,TRUE,Adjacent to DLR platform 16.,FALSE,Unisex,TRUE
HUBSRU,1,TRUE,FALSE,TRUE,Located in ticket hall,FALSE,Unisex,TRUE
HUBSVS,1,FALSE,FALSE,TRUE,Located on National Rail platform 2,FALSE,Male,TRUE
HUBSVS,2,FALSE,FALSE,TRUE,Located on National Rail platform 2,FALSE,Female,TRUE
HUBTCR,1,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,Unisex,TRUE
HUBTOM,1,FALSE,FALSE,FALSE,Located on platform 2,FALSE,Male,FALSE
HUBTOM,2,FALSE,FALSE,FALSE,Located on platform 2,FALSE,Female,FALSE
HUBTOM,3,TRUE,FALSE,FALSE,,TRUE,Unisex,TRUE
HUBUPM,1,FALSE,FALSE,TRUE,Located on platform 1,FALSE,Male,FALSE
HUBUPM,2,FALSE,FALSE,TRUE,Located on platform 1,FALSE,Female,FALSE
HUBUPM,3,TRUE,FALSE,TRUE,Located on platform 1,FALSE,Unisex,FALSE
HUBVIC,1,FALSE,FALSE,TRUE,Located in National Rail station,FALSE,Male,FALSE
HUBVIC,2,FALSE,FALSE,TRUE,Located in National Rail station,FALSE,Female,FALSE
HUBVIC,3,TRUE,FALSE,TRUE,Located in National Rail station,FALSE,Unisex,FALSE
HUBVIC,4,FALSE,TRUE,TRUE,Located in North ticket hall,FALSE,Male,FALSE
HUBVIC,5,FALSE,TRUE,TRUE,Located in North ticket hall,FALSE,Female,FALSE
HUBVIC,6,TRUE,FALSE,TRUE,Located in North ticket hall,FALSE,Unisex,FALSE
HUBVXH,1,FALSE,FALSE,FALSE,Located in bus station,FALSE,Male,TRUE
HUBVXH,2,FALSE,FALSE,FALSE,Located in bus station,FALSE,Female,TRUE
HUBWAT,1,FALSE,FALSE,FALSE,Located in National Rail station,FALSE,Male,FALSE
HUBWAT,2,FALSE,TRUE,FALSE,Located in National Rail station,FALSE,Female,FALSE
HUBWAT,3,TRUE,FALSE,FALSE,Located in National Rail station,FALSE,Unisex,FALSE
HUBWFJ,1,FALSE,FALSE,TRUE,Located in waiting area on platform 6,FALSE,Male,FALSE
HUBWFJ,2,FALSE,TRUE,FALSE,,FALSE,Female,FALSE
HUBWFJ,3,FALSE,TRUE,TRUE,Located in waiting area on platform 6,FALSE,Female,FALSE
HUBWFJ,4,TRUE,FALSE,FALSE,Located in ticket hall,FALSE,Unisex,FALSE
HUBWIJ,1,FALSE,FALSE,TRUE,Located on platform 3,FALSE,Male,TRUE
HUBWIJ,2,FALSE,TRUE,TRUE,Located on platform 3,FALSE,Female,TRUE
HUBWIJ,3,TRUE,FALSE,TRUE,Located on platform 3,FALSE,Unisex,TRUE
HUBWIM,1,FALSE,FALSE,TRUE,Located in National Rail station,FALSE,Male,FALSE
HUBWIM,2,FALSE,FALSE,TRUE,Located in National Rail station,FALSE,Female,FALSE
HUBWIM,3,TRUE,TRUE,TRUE,Located in National Rail station,FALSE,Unisex,FALSE
HUBWMB,1,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,Male,TRUE
HUBWMB,2,FALSE,FALSE,TRUE,Located in ticket hall,FALSE,Female,TRUE
HUBWMB,3,TRUE,FALSE,TRUE,Located in ticket hall,FALSE,Unisex,TRUE
HUBWRU,1,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,Male,TRUE
HUBWRU,2,FALSE,FALSE,FALSE,Located in ticket hall,FALSE,Female ,TRUE
HUBWSM,1,FALSE,FALSE,FALSE,Located in subway,TRUE,Male,FALSE
HUBWSM,2,FALSE,FALSE,FALSE,Located in subway,TRUE,Female,FALSE
HUBZFD,1,TRUE,TRUE,TRUE,Located on National Rail platform 4,FALSE,Unisex,TRUE
HUBZFD,2,FALSE,FALSE,TRUE,Located on National Rail platform 4,FALSE,Male,TRUE
HUBZFD,3,FALSE,FALSE,TRUE,Located on National Rail platform 4,FALSE,Female,TRUE
HUBZFD,4,TRUE,FALSE,TRUE,Located in Cowcross Street ticket hall,FALSE,Unisex,TRUE
HUBZWL,1,TRUE,TRUE,TRUE,,FALSE,Unisex,TRUE
940GZZNEUGST,1,TRUE,TRUE,TRUE,Located in ticket hall,FALSE,Unisex,TRUE
940GZZBPSUST,1,TRUE,TRUE,TRUE,Located in ticket hall,FALSE,Unisex,TRUE
910GBKRVS,1,TRUE,TRUE,TRUE,,FALSE,Unisex,TRUE
