StationUniqueId,LiftUniqueId,LiftId,NationalRailUprn,LiftName,FriendlyName,FromAreas,IntermediateAreas,IntermediateAreas2,ToAreas,LimitedCapacityLift,LiftNotes
HUBZFD,HUBZFD-Lift-9,9,,G,Lift G,HUBZFD-1000080-EUL-19,,,HUBZFD-1000080-BWSLL-23,False,
HUBEAL,HUBEAL-Lift-1,1,,,Lift 1,HUBEAL-1000062-FBdg-12,,,HUBEAL-1000062-RPL1-8,False,
HUBEAL,HUBEAL-Lift-3,3,,,Lift 3,HUBEAL-1000062-FBdg-12,,,HUBEAL-1000062-RPL2-11,False,
HUBEAL,HUBEAL-Lift-2,2,,,Lift 2,HUBEAL-1000062-FBdg-12,,,HUBEAL-1000062-RPL3-14,False,
HUBAMR,HUBAMR-Lift-1,1,,,Lift 1,HUBAMR-1000006-MetSB-1,,,HUBAMR-1000006-Footb-5,False,
HUBAMR,HUBAMR-Lift-2,2,,,Lift 2,HUBAMR-1000006-Footb-5,,,HUBAMR-1000006-MetNB-2|HUBAMR-1000006-RPL-6,False,
HUBZMG,HUBZMG-Lift-1,1,,B,Lift B,HUBZMG-1000149-BookW-17,HUBZMG-1000149-HamWB-3,,HUBZMG-1000149-MMLW-20,False,
HUBZMG,HUBZMG-Lift-4,4,,A,Lift A,HUBZMG-1000149-BookW-17,,,HUBZMG-1000149-HamEB-2,False,
HUBZMG,HUBZMG-Lift-5,5,,C,Lift C,HUBZMG-1000149-MLPW-21,,,HUBZMG-1000149-NorNB-8|HUBZMG-1000149-NorSB-9,False,
HUBZMG,HUBZMG-Lift-2,2,,D,Lift D,HUBZMG-1000149-MMEL-24,HUBZMG-1000149-MLPE-22,,HUBZMG-1000149-MMLE-23,False,
HUBZWL,HUBZWL-Lift-2,2,,F,Lift 2,HUBZWL-1000268-LoCo-9,HUBZWL-1000268-RPL-S-5,,HUBZWL-1000268-EL EB-12|HUBZWL-1000268-EL WB-15,False,
HUBZWL,HUBZWL-Lift-3,3,,E,Lift 3,HUBZWL-1000268-LoCo-9,,,HUBZWL-1000268-RPL-N-4,False,
HUBZWL,HUBZWL-Lift-4,4,,B,Lift 4,HUBZWL-1000268-TH-14,,,HUBZWL-1000268-LoCo-9,False,
HUBZWL,HUBZWL-Lift-5,5,,C,Lift 5,HUBZWL-1000268-TH-14,HUBZWL-1000268-DisEB-2|HUBZWL-1000268-DisWB-3,,HUBZWL-1000268-RPL-N-4,False,
HUBZWL,HUBZWL-Lift-10,10,,D,Lift 10,HUBZWL-1000268-TH-14,,,HUBZWL-1000268-DisEB-2|HUBZWL-1000268-DisWB-3,False,
HUBZWL,HUBZWL-Lift-6,6,,G,Lift 6,HUBZWL-1000268-DisEB-2|HUBZWL-1000268-DisWB-3,,,HUBZWL-1000268-RPL-S-5,False,
HUBZWL,HUBZWL-Lift-7,7,,A,Lift 7,HUBZWL-1000268-A-WHI-6,,,HUBZWL-1000268-TH-14,False,
940GZZNEUGST,940GZZNEUGST-Lift-1,1,,,Lift 1,940GZZNEUGST-1002196-BH-2,,,940GZZNEUGST-1002196-SB-4|940GZZNEUGST-1002196-NB-5,False,
940GZZBPSUST,940GZZBPSUST-Lift-1,1,,,Lift 1,940GZZBPSUST-1002195-BH-2,,,940GZZBPSUST-1002195-Lan-3,False,
940GZZBPSUST,940GZZBPSUST-Lift-2,2,,,Lift 2,940GZZBPSUST-1002195-Lan-3,,,940GZZBPSUST-1002195-P1-4|940GZZBPSUST-1002195-P2-5,False,
910GWOLWXR,910GWOLWXR-Lift-1,1,,,Lift 1 ,910GWOLWXR-1002162-BH-3,,,910GWOLWXR-1002162-EL EB-1|910GWOLWXR-1002162-EL WB-4,False,
HUBABW,HUBABW-Lift1,1,,,Lift 1,HUBABW-1001001-WILTO-1,,,HUBABW-1001001-HARRO-2,False,
HUBABW,HUBABW-Lift2,2,,,Lift 2,HUBABW-1001001-FELIX-6,,,HUBABW-1001001-HARRO-2,False,
HUBABW,HUBABW-Lift3,3,,,Lift 3,HUBABW-1001001-TH-11,,,HUBABW-1001001-RPLD-3|HUBABW-1001001-RPLC-7,False,
HUBABW,HUBABW-Lift4,4,,,Lift 4,HUBABW-1001001-TH-11,,,HUBABW-1001001-EL EB-8|HUBABW-1001001-EL WB-9,False,
940GZZLUBBN,940GZZLUBBN-Lift-7,7,,F,Lift F,940GZZLUBBN-1000014-LLBH-20,,,940GZZLUBBN-1000014-EUL-19,False,
940GZZLUBBN,940GZZLUBBN-Lift-9,9,,G,Lift G,940GZZLUBBN-1000014-EUL-19,,,940GZZLUBBN-1000014-BWSLL-23,False,
910GROMFORD,910GROMFORD-Lift-1 ,1,,,Lift 1,910GROMFORD-1001243-EntM-3,,,910GROMFORD-1001243-UP-11,False,
910GROMFORD,910GROMFORD-Lift-2 ,2,,,Lift 2,910GROMFORD-1001243-UP-11,,,910GROMFORD-1001243-RPL-3-5,False,
910GROMFORD,910GROMFORD-Lift-3,3,,,Lift 3,910GROMFORD-1001243-UP-11,,,910GROMFORD-1001243-RPL-5-6,False,
910GBKRVS,910GBKRVS-Lift-1,1,,,Lift 1 ,910GBKRVS-1002272-RLY-5,,,910GBKRVS-1002272-RPL-2-2|910GBKRVS-1002272-RPL-1-4,False,
910GBKRVS,910GBKRVS-Lift-2,2,,,Lift 2,910GBKRVS-1002272-RLY-5,,,910GBKRVS-1002272-RPL-2-2|910GBKRVS-1002272-RPL-1-4,False,
HUBBAL,910GBALHAM-Lift-1,1,,,Lift 1 ,HUBBAL-1000328-ENTBR-8,,,HUBBAL-1000328-RPL-7,False,
