StationUniqueId,LiftUniqueId,LiftId,NationalRailUprn,LiftName,FriendlyName,FromAreas,IntermediateAreas,IntermediateAreas2,ToAreas,LimitedCapacityLift,LiftNotes
910GACTONML,910GACTONML-Lift-1,1,,,Lift 1,910GACTONML-1001003-AC-S-6,,,910GACTONML-1001003-RPL1-2,False,
910GACTONML,910GACTONML-Lift-2,2,,,Lift 2,910GACTONML-1001003-AC-S-6,,,910GACTONML-1001003-RPL2-5,False,
910GBRENTX,910GBRENTX-Lift-1,1,,,Lift 1,910GBRENTX-1002310-EntW-7,,,910GBRENTX-1002310-FB-8,False,
910GBRENTX,910GBRENTX-Lift-2,2,,,Lift 2 ,910GBRENTX-1002310-RLY-5,,,910GBRENTX-1002310-RPL4-10|910GBRENTX-1002310-RPL3-4,False,
910GBRENTX,910GBRENTX-Lift-3,3,,,Lift 3 ,910GBRENTX-1002310-RLY-5,,,910GBRENTX-1002310-RPL2-3|910GBRENTX-1002310-RPL1-2,False,
910GBRENTX,910GBRENTX-Lift-4,4,,,Lift 4 ,910GBRENTX-1002310-EntE-6,,,910GBRENTX-1002310-EML-11,False,
910GBRENTX,910GBRENTX-Lift-5,4,,,Lift 5,910GBRENTX-1002310-EML-11,,,910GBRENTX-1002310-FB-8,False,
910GBROCKLY,910GBROCKLY-Lift-1,1,,,Lift 1,910GBROCKLY-1001035-Brdge-7,,,910GBROCKLY-1001035-RPL-N-6,False,
910GBROMLYS,910GBROMLYS-Lift-1,1,,,Lift 1,910GBROMLYS-1001037-Con-71,,,910GBROMLYS-1001037-RPL E-2,False,
910GBROMLYS,910GBROMLYS-Lift-2,2,,,Lift 2,910GBROMLYS-1001037-Con-71,,,910GBROMLYS-1001037-RPL W-3,False,
910GBRTWOOD,910GBRTWOOD-Lift-1,1,,,Lift 1,910GBRTWOOD-1000292-FBdg-7,,,910GBRTWOOD-1000292-RPL-1-1,False,
910GBRTWOOD,910GBRTWOOD-Lift-2,2,,,Lift 2 ,910GBRTWOOD-1000292-FBdg-7,,,910GBRTWOOD-1000292-RPL-2-2,False,
910GBNHAM,910GBNHAM-Lift-1,1,,,Lift 1 ,910GBNHAM-1000860-UP-4,,,910GBNHAM-1000860-RPL E-1|910GBNHAM-1000860-RPL W-2,False,
910GCATFORD,910GCATFORD-Lift-1,1,,,Lift 1,910GCATFORD-1001053-Entr-4,,,910GCATFORD-1001053-RPL N-1,False,
910GCATFORD,910GCATFORD-Lift-2,2,,,Lift 2,910GCATFORD-1001053-Entr-4,,,910GCATFORD-1001053-RPL S-2,False,
910GCHDWLHT,910GCHDWLHT-Lift-1,1,,,Lift 1,910GCHDWLHT-1001055-FBdg-6,,,910GCHDWLHT-1001055-RPL1-2,False,
910GCHDWLHT,910GCHDWLHT-Lift-2,2,,,Lift 2,910GCHDWLHT-1001055-FBdg-6,,,910GCHDWLHT-1001055-RPL2-5,False,
910GCHDWLHT,910GCHDWLHT-Lift-3,3,,,Lift 3,910GCHDWLHT-1001055-FBdg-6,,,910GCHDWLHT-1001055-RPL3-7,False,
910GCLDNNRB,910GCLDNNRB-Lift-2,2,,,Lift 2,910GCLDNNRB-1001043-RLY-4,,,910GCLDNNRB-1001043-RPL-2,False,
910GCMDNRD,910GCMDNRD-Lift-1,1,,,Lift 1,910GCMDNRD-1001045-Subwy-70,,,910GCMDNRD-1001045-RPL W-3,False,
910GCMDNRD,910GCMDNRD-Lift-2,2,,,Lift 2,910GCMDNRD-1001045-Subwy-70,,,910GCMDNRD-1001045-RPL E-2,False,
910GCNNB,910GCNNB-Lift-1,1,,,Lift 1,910GCNNB-1001048-Entr-2,,,910GCNNB-1001048-RPL 1-1,False,
910GCNNB,910GCNNB-Lift-2,2,,,Lift 2,910GCNNB-1001048-Entr-2,,,910GCNNB-1001048-RPL 2-3|910GCNNB-1001048-RPL 3-4,False,
910GCNNB,910GCNNB-Lift-3,3,,,Lift 3,910GCNNB-1001048-Entr-2,,,910GCNNB-1001048-RPL 4-5,False,
910GCOLSDNS,910GCOLSDNS-Lift-1,1,,,Lift 1,910GCOLSDNS-1001072-BRIDG-5,,,910GCOLSDNS-1001072-RPLN-2,False,
910GCOLSDNS,910GCOLSDNS-Lift-2,2,,,Lift 2,910GCOLSDNS-1001072-BRIDG-5,,,910GCOLSDNS-1001072-RPLS-4,False,
910GCRLN,910GCRLN-Lift-1,1,,,Lift 1 ,910GCRLN-1001058-FBdg-7,,,910GCRLN-1001058-RPL-W-3,False,
910GCRSHLTN,910GCRSHLTN-Lift-1,1,,,Lift 1,910GCRSHLTN-1001051-FOT-7,,,910GCRSHLTN-1001051-RPLE-5,False,
910GCRSHLTN,910GCRSHLTN-Lift-2,2,,,Lift 2,910GCRSHLTN-1001051-FOT-7,,,910GCRSHLTN-1001051-RPLW-2|,False,
910GCTMSLNK,910GCTMSLNK-Lift-1,1,,,Lift 1 ,910GCTMSLNK-1001067-UGLH-6,,,910GCTMSLNK-1001067-RPL-N-2,False,
910GCTMSLNK,910GCTMSLNK-Lift-2,2,,,Lift 2,910GCTMSLNK-1001067-UGLH-6,,,910GCTMSLNK-1001067-RPL-S-7,False,
910GDALS,910GDALS-Lift-1,1,,,Lift 1,910GDALS-1001568-RLY-6,,,910GDALS-1001568-RPL-2,False,
910GDARTFD,910GDARTFD-Lift-1,1,,,Lift 1,910GDARTFD-1001082-Entr-4,,,910GDARTFD-1001082-FBdg-5,False,
910GDARTFD,910GDARTFD-Lift-2,2,,,Lift 2,910GDARTFD-1001082-RPL1-1,,,910GDARTFD-1001082-FBdg-5,False,
910GDARTFD,910GDARTFD-Lift-3,3,,,Lift 3,910GDARTFD-1001082-RPL2-2,,,910GDARTFD-1001082-FBdg-5,False,
910GDENMRKH,910GDENMRKH-Lift-1,1,u072209000001,,Lift 1,910GDENMRKH-1001083-RLY-6,,,910GDENMRKH-1001083-RPL1-2,False,
910GDENMRKH,910GDENMRKH-Lift-2,2,u072209000002,,Lift 2,910GDENMRKH-1001083-RLY-6,,,910GDENMRKH-1001083-RPL23-4,False,
910GDENMRKH,910GDENMRKH-Lift-3,3,u072209000003,,Lift 3,910GDENMRKH-1001083-RLY-6,,,910GDENMRKH-1001083-RPL4-5,False,
910GDEPTFD,910GDEPTFD-Lift-1,1,,,Lift 1 ,910GDEPTFD-1001084-RPL-W-1,,,910GDEPTFD-1001084-Entr-4|910GDEPTFD-1001084-UP-5,False,
910GDEPTFD,910GDEPTFD-Lift-2,2,,,Lift 2 ,910GDEPTFD-1001084-RPL-E-2,,,910GDEPTFD-1001084-UP-5,False,
910GEDMNGRN,910GEDMNGRN-Lift-1,1,,,Lift 1,910GEDMNGRN-1001092-RLY-5,,,910GEDMNGRN-1001092-RPL-S-4,False,
910GEDMNGRN,910GEDMNGRN-Lift-2,2,,,Lift 2,910GEDMNGRN-1001092-RLY-5,,,910GEDMNGRN-1001092-RPL-N-2,False,
910GELTR,910GELTR-Lift-1,1,,,Lift 1,910GELTR-1001096-FBdg-8,,,910GELTR-1001096-RPL-S-2,False,
910GELTR,910GELTR-Lift-2,2,,,Lift 2,910GELTR-1001096-FBdg-8,,,910GELTR-1001096-RPL-N-3,False,
910GELTR,910GELTR-Lift-3,3,,,Lift 3,910GELTR-1001096-FBdg-8,,,910GELTR-1001096-RPL3-4,False,
910GESTFLDS,910GESTFLDS-Lift-1,1,,,Lift 1,910GESTFLDS-1001555-Fbdg-11,,,910GESTFLDS-1001555-EntG-10,False,
910GESTFLDS,910GESTFLDS-Lift-2,2,,,Lift 2,910GESTFLDS-1001555-Fbdg-11,,,910GESTFLDS-1001555-EntL-8,False,
910GFORESTH,910GFORESTH-Lift-1,1,,,Lift 1,910GFORESTH-1001112-BRBG-8,,,910GFORESTH-1001112-RPL-N-2,False,
910GFORESTH,910GFORESTH-Lift-2,2,,,Lift 2,910GFORESTH-1001112-BRBG-8,,,910GFORESTH-1001112-RPL-S-6,False,
910GFRSTGT,910GFRSTGT-Lift-1,1,,,Lift 1,910GFRSTGT-1001111-Crdr-7,,,910GFRSTGT-1001111-RPL1-2,False,
910GFRSTGT,910GFRSTGT-Lift-2,2,,,Lift 2,910GFRSTGT-1001111-Crdr-7,,,910GFRSTGT-1001111-RPL2-3,False,
910GFRSTGT,910GFRSTGT-Lift-3,3,,,Lift 3,910GFRSTGT-1001111-Crdr-7,,,910GFRSTGT-1001111-RPL3-4,False,
910GGIDEAPK,910GGIDEAPK-Lift-1,1,,,Lift 1,910GGIDEAPK-1001115-FBdg-7,,,910GGIDEAPK-1001115-RPL-1-2,False,
910GGIDEAPK,910GGIDEAPK-Lift-2,2,,,Lift 2,910GGIDEAPK-1001115-FBdg-7,,,910GGIDEAPK-1001115-RPL-3-4,False,
910GGODMAYS,910GGODMAYS-Lift-1,1,,,Lift 1,910GGODMAYS-1001117-FBdg-7,,,910GGODMAYS-1001117-RPL2-4,False,
910GGODMAYS,910GGODMAYS-Lift-2,2,,,Lift 2,910GGODMAYS-1001117-FBdg-7,,,910GGODMAYS-1001117-RPL4-5,False,
910GGOSPLOK,910GGOSPLOK-Lift-1,1,,,Lift 1 ,910GGOSPLOK-1001119-Subwy-70,,,910GGOSPLOK-1001119-RPL-H-6,False,
910GGOSPLOK,910GGOSPLOK-Lift-2,2,,,Lift 2,910GGOSPLOK-1001119-Subwy-70,,,910GGOSPLOK-1001119-RPL-S-2,False,
910GHACKNYC,910GHACKNYC-Lift-1,1,,,Lift 1,910GHACKNYC-1001127-RLY-6,,,910GHACKNYC-1001127-RPL W-4,False,
910GHACKNYC,910GHACKNYC-Lift-2,2,,,Lift 2,910GHACKNYC-1001127-RLY-6,,,910GHACKNYC-1001127-RPL E-2,False,
910GHAKNYNM,910GHAKNYNM-Lift-1,1,,,Lift 1 ,910GHAKNYNM-1001128-IENT-8,,,910GHAKNYNM-1001128-RPL-1-2,False,
910GHACKNYW,910GHACKNYW-Lift-1,1,,,Lift 1,910GHACKNYW-1001129-EntrW-3,,,910GHACKNYW-1001129-RPL W-2,False,
910GHACKNYW,910GHACKNYW-Lift-2,2,,,Lift 2,910GHACKNYW-1001129-EntrE-6,,,910GHACKNYW-1001129-RPL E-4,False,
910GHAGGERS,910GHAGGERS-Lift-1,1,,,Lift 1,910GHAGGERS-1001569-RLY-4,,,910GHAGGERS-1001569-RPL-N-2,False,
910GHAGGERS,910GHAGGERS-Lift-2,2,,,Lift 2,910GHAGGERS-1001569-RLY-4,,,910GHAGGERS-1001569-RPL-S-3,False,
910GHANWELL,910GHANWELL-Lift 1 ,1,,,Lift 1,910GHANWELL-1001135-NEnt-3,,,910GHANWELL-1001135-RPL-2,False,
910GHANWELL,910GHANWELL-Lift 2,2,,,Lift 2 ,910GHANWELL-1001135-BHS-5,,,910GHANWELL-1001135-RPL1-6,False,
910GHAYESAH,910GHAYESAH-Lift-1,1,,,Lift 1 ,910GHAYESAH-1001144-FB-6,,,910GHAYESAH-1001144-RPL1-2,False,
910GHAYESAH,910GHAYESAH-Lift-2,2,,,Lift 2,910GHAYESAH-1001144-FB-6,,,910GHAYESAH-1001144-RPL23-4,False,
910GHAYESAH,910GHAYESAH-Lift-3,3,,,Lift 3,910GHAYESAH-1001144-FB-6,,,910GHAYESAH-1001144-Entr-3,False,
910GHAYESAH,910GHAYESAH-Lift-4,4,,,Lift 4,910GHAYESAH-1001144-FB-6,,,910GHAYESAH-1001144-RPL45-5,False,
910GHERNEH,910GHERNEH-Lift-1,1,,,Lift 1,910GHERNEH-1001149-RLY-5,,,910GHERNEH-1001149-RPL-2,False,
910GHERNEH,910GHERNEH-Lift-2,2,,,Lift 2,910GHERNEH-1001149-RLY-5,,,910GHERNEH-1001149-RPL-6,False,
910GHMPSTDH,910GHMPSTDH-Lift-1,1,,,Lift 1,910GHMPSTDH-1001131-Entr-2,,,910GHMPSTDH-1001131-RPL W-1,False,
910GHMPSTDH,910GHMPSTDH-Lift-2,2,,,Lift 2,910GHMPSTDH-1001131-Entr-2,,,910GHMPSTDH-1001131-RPL E-3,False,
910GHONROPK,910GHONROPK-Lift-1,1,,,Lift 1,910GHONROPK-1001154-RLY-5,,,910GHONROPK-1001154-RPL-N-4,False,
910GHONROPK,910GHONROPK-Lift-2,2,,,Lift 2,910GHONROPK-1001154-RLY-5,,,910GHONROPK-1001154-RPL-S-2,False,
910GHOXTON,910GHOXTON-Lift-1,1,,,Lift 1,910GHOXTON-1001570-RLY-6,,,910GHOXTON-1001570-RPL-N-2,False,
910GHOXTON,910GHOXTON-Lift-2,2,,,Lift 2,910GHOXTON-1001570-RLY-6,,,910GHOXTON-1001570-RPL-S-5,False,
910GHRLDWOD,910GHRLDWOD-Lift-1,1,,,Lift 1,910GHRLDWOD-1001137-FBdg-8,,,910GHRLDWOD-1001137-RPL-1-2,False,
910GHRLDWOD,910GHRLDWOD-Lift-2,2,,,Lift 2,910GHRLDWOD-1001137-FBdg-8,,,910GHRLDWOD-1001137-RPL-2-4,False,
910GHRLDWOD,910GHRLDWOD-Lift-3,3,,,Lift 3,910GHRLDWOD-1001137-FBdg-8,,,910GHRLDWOD-1001137-RPL-4-5,False,
910GIVER,910GIVER-Lift-1,1,,,Lift 1 ,910GIVER-1000955-FBdg-5,910GIVER-1000955-EntB-90,,910GIVER-1000955-RPL1-1,False,
910GIVER,910GIVER-Lift-3,3,,,Lift 2,910GIVER-1000955-FBdg-5,,,910GIVER-1000955-RPL2-2,False,
910GIVER,910GIVER-Lift-4,4,,,Lift 3,910GIVER-1000955-FBdg-5,,,910GIVER-1000955-RPL3-3,False,
910GKENR,910GKENR-Lift-1,1,,,Lift 1,910GKENR-1001161-Bridg-6,,,910GKENR-1001161-RPL E-2,False,
910GILFORD,910GILFORD-Lift-1,1,,,Lift 1,910GILFORD-1001157-FBdg-8,,,910GILFORD-1001157-RPL1-2,False,
910GILFORD,910GILFORD-Lift-2,2,,,Lift 2,910GILFORD-1001157-FBdg-8,,,910GILFORD-1001157-RPL2-4,False,
910GILFORD,910GILFORD-Lift-3,3,,,Lift 3,910GILFORD-1001157-FBdg-8,,,910GILFORD-1001157-RPL3-5,False,
910GLANGLEY,910GLANGLEY-Lift-1,1,,,Lift 1,910GLANGLEY-1000957-FB L-7,,,910GLANGLEY-1000957-RPL3-5,False,
910GLANGLEY,910GLANGLEY-Lift-2,2,,,Lift 2,910GLANGLEY-1000957-FB L-7,,,910GLANGLEY-1000957-RPL1-1,False,
910GLANGLEY,910GLANGLEY-Lift-3,3,,,Lift 3,910GLANGLEY-1000957-FB L-7,,,910GLANGLEY-1000957-RPL2-2,False,
910GMANRPK,910GMANRPK-Lift-1,1,,,Lift 1,910GMANRPK-1001189-FBdg-7,,,910GMANRPK-1001189-RPL1-2,False,
910GMANRPK,910GMANRPK-Lift-2,2,,,Lift 2,910GMANRPK-1001189-FBdg-7,,,910GMANRPK-1001189-RPL2-3,False,
910GMANRPK,910GMANRPK-Lift-3,3,,,Lift 3,910GMANRPK-1001189-FBdg-7,,,910GMANRPK-1001189-RPL3-4,False,
910GMDNHEAD,910GMDNHEAD-Lift-2,2,,,Lift 2 ,910GMDNHEAD-1000964-SP-5,,,910GMDNHEAD-1000964-RPL2-2,False,
910GMDNHEAD,910GMDNHEAD-Lift-3,3,,,Lift 3,910GMDNHEAD-1000964-SP-5,,,910GMDNHEAD-1000964-RPL3-3,False,
910GMRYLAND,910GMRYLAND-Lift-1,1,,,Lift 1,910GMRYLAND-1001190-FBdg-7,,,910GMRYLAND-1001190-RPL2-4,False,
910GMRYLAND,910GMRYLAND-Lift-2,2,,,Lift 2,910GMRYLAND-1001190-FBdg-7,,,910GMRYLAND-1001190-RPL1-2,False,
910GMRYLAND,910GMRYLAND-Lift-3,3,,,Lift 3,910GMRYLAND-1001190-FBdg-7,,,910GMRYLAND-1001190-RPL3-6,False,
910GORPNGTN,910GORPNGTN-Lift 1,1,,,Lift 1,910GORPNGTN-1001220-RPL1-2,,,910GORPNGTN-1001220-FBdg-9,False,
910GORPNGTN,910GORPNGTN-Lift 2,2,,,Lift 2 ,910GORPNGTN-1001220-RPL2-6,,,910GORPNGTN-1001220-FBdg-9,False,
910GORPNGTN,910GORPNGTN-Lift 3,3,,,Lift 3 ,910GORPNGTN-1001220-RPL3-7,,,910GORPNGTN-1001220-FBdg-9,False,
910GPCKHMQD,910GPCKHMQD-Lift-1,1,,,Lift 1,910GPCKHMQD-1001233-Entr-3,,,910GPCKHMQD-1001233-RPL-2,False,
910GPURLEY,910GPURLEY-Lift-1,1,,,Lift 1,910GPURLEY-1001229-RLY-7,,,910GPURLEY-1001229-RPL-2,False,
910GPURLEY,910GPURLEY-Lift-2,2,,,Lift 2,910GPURLEY-1001229-RLY-7,,,910GPURLEY-1001229-RPL-4,False,
910GPURLEY,910GPURLEY-Lift-3,3,,,Lift 3,910GPURLEY-1001229-RLY-7,,,910GPURLEY-1001229-RPL-5,False,
910GPURLEY,910GPURLEY-Lift-4,4,,,Lift 4,910GPURLEY-1001229-RLY-7,,,910GPURLEY-1001229-RPL-8,False,
910GRDNGSTN,910GRDNGSTN-Lift-1,1,,,Lift 1,910GRDNGSTN-1000972-FBdg-8,,,910GRDNGSTN-1000972-EntC-93,False,
910GRDNGSTN,910GRDNGSTN-Lift-2,2,,,Lift 2 ,910GRDNGSTN-1000972-FBdg-8,,,910GRDNGSTN-1000972-RPL1-1,False,
910GRDNGSTN,910GRDNGSTN-Lift-3,3,,,Lift 3,910GRDNGSTN-1000972-FBdg-8,,,910GRDNGSTN-1000972-RPL46-2,False,
910GRDNGSTN,910GRDNGSTN-Lift-4,4,,,Lift 4,910GRDNGSTN-1000972-FBdg-8,,,910GRDNGSTN-1000972-RPL8-3,False,
910GRDNGSTN,910GRDNGSTN-Lift-5,5,,,Lift 5,910GRDNGSTN-1000972-FBdg-8,,,910GRDNGSTN-1000972-RPL12-4,False,
910GSHENFLD,910GSHENFLD-Lift-1,1,,,Lift 1,910GSHENFLD-1006448-UP-5,,,910GSHENFLD-1006448-RPL-5-4,False,
910GSHRDHST,910GSHRDHST-Lift-1,1,,,Lift 1,910GSHRDHST-1001571-RLY-9,,,910GSHRDHST-1001571-RPL-N-2,False,
910GSHRDHST,910GSHRDHST-Lift-2,2,,,Lift 2,910GSHRDHST-1001571-RLY-9,,,910GSHRDHST-1001571-RPL-S-8,False,
910GSLOUGH,910GSLOUGH-Lift-2,2,,,Lift 1,910GSLOUGH-1000951-FBdg-5,,,910GSLOUGH-1000951-RPL1-1,False,
910GSLOUGH,910GSLOUGH-Lift-3,3,,,Lift 2,910GSLOUGH-1000951-FBdg-5,,,910GSLOUGH-1000951-RPL2-2,False,
910GSLOUGH,910GSLOUGH-Lift-4,4,,,Lift 3,910GSLOUGH-1000951-FBdg-5,,,910GSLOUGH-1000951-RPL3-3,False,
910GSTHALL,910GSTHALL-Lift-1,1,,,Lift 1 ,910GSTHALL-1001255-FB-6,,,910GSTHALL-1001255-RPL1-2,False,
910GSTHALL,910GSTHALL-Lift-2,2,,,Lift 2,910GSTHALL-1001255-FB-6,,,910GSTHALL-1001255-RPL23-4,False,
910GSTHALL,910GSTHALL-Lift-3,3,,,Lift 3,910GSTHALL-1001255-FB-6,,,910GSTHALL-1001255-RPL4-5,False,
910GSTMRYC,910GSTMRYC-Lift-1,1,,,Lift 1,910GSTMRYC-1001271-FBdg-4,,,910GSTMRYC-1001271-RPL34-2,False,
910GSTMRYC,910GSTMRYC-Lift-2,2,,,Lift 2,910GSTMRYC-1001271-FBdg-4,,,910GSTMRYC-1001271-RPL12-3,False,
910GSTOTNHM,910GSTOTNHM-Lift-1,1,,,Lift 1,910GSTOTNHM-1001264-SUB-5,,,910GSTOTNHM-1001264-RPL-W-4,False,
910GSTOTNHM,910GSTOTNHM-Lift-2,2,,,Lift 2,910GSTOTNHM-1001264-SUB-5,,,910GSTOTNHM-1001264-RPL-E-2,False,
HUBKGX,HUBKGX-Lift-A,A,u510950000008,,Lift A,HUBKGX-1001276-Conc-13,HUBKGX-1001276-Mezz-12,,HUBKGX-1001276-RPLLS-6,False,
HUBKGX,HUBKGX-Lift-B,B,u510950000009,,Lift B,HUBKGX-1001276-Mezz-12,,,HUBKGX-1001276-RPLLN-11,False,
HUBKGX,HUBKGX-Lift-C,C,,,Lift C,HUBKGX-1001276-Conc-13,,,HUBKGX-1001276-RPL-2,False,
HUBKGX,HUBKGX-Lift-D,D,,,Lift D,HUBKGX-1001276-Conc-13,,,HUBKGX-1001276-RPL-D-8,False,
910GSVNKNGS,910GSVNKNGS-Lift-1,1,,,Lift 1,910GSVNKNGS-1001246-FBdg-7,,,910GSVNKNGS-1001246-RPL2-4,False,
910GSVNKNGS,910GSVNKNGS-Lift-2,2,,,Lift 2,910GSVNKNGS-1001246-FBdg-7,,,910GSVNKNGS-1001246-RPL1-2,False,
910GSVNKNGS,910GSVNKNGS-Lift-3,3,,,Lift 3,910GSVNKNGS-1001246-FBdg-7,,,910GSVNKNGS-1001246-RPL3-5,False,
910GSWLY,910GSWLY-Lift-1,1,,,Lift 1,910GSWLY-1001801-FBdg-6,,,910GSWLY-1001801-RPL1-1,False,
910GSWLY,910GSWLY-Lift-2,2,,,Lift 2,910GSWLY-1001801-FBdg-6,,,910GSWLY-1001801-RPL2-2,False,
910GTAPLOW,910GTAPLOW-Lift-1,1,,,Lift 1,910GTAPLOW-1000960-FBdg-6,,,910GTAPLOW-1000960-RPL1-1,False,
910GTAPLOW,910GTAPLOW-Lift-2,2,,,Lift 2,910GTAPLOW-1000960-FBdg-6,,,910GTAPLOW-1000960-RPL2-4,False,
910GTAPLOW,910GTAPLOW-Lift-3,3,,,Lift 3,910GTAPLOW-1000960-FBdg-6,,,910GTAPLOW-1000960-RPL3-5,False,
910GTWYFORD,910GTWYFORD-Lift-2,2,,,Lift 1,910GTWYFORD-1000969-Bdg-5,,,910GTWYFORD-1000969-RPL2-2,False,
910GTWYFORD,910GTWYFORD-Lift-3,3,,,Lift 2,910GTWYFORD-1000969-Bdg-5,,,910GTWYFORD-1000969-RPL3-3,False,
910GTWYFORD,910GTWYFORD-Lift-4,4,,,Lift 3,910GTWYFORD-1000969-Bdg-5,,,910GTWYFORD-1000969-EntHB-90,False,
910GWDRYTON,910GWDRYTON-Lift-D,D,,,Lift D,910GWDRYTON-1001325-TH-7,,,910GWDRYTON-1001325-FB-5,False,
910GWDRYTON,910GWDRYTON-Lift-B,B,,,Lift B,910GWDRYTON-1001325-FB-5,,,910GWDRYTON-1001325-RPL2-8,False,
910GWDRYTON,910GWDRYTON-Lift-C,C,,,Lift C,910GWDRYTON-1001325-FB-5,,,910GWDRYTON-1001325-RPL3-9,False,
910GWDRYTON,910GWDRYTON-Lift-A,A,,,Lift A,910GWDRYTON-1001325-SUB-6,,,910GWDRYTON-1001325-RPL1-2,False,
910GWDRYTON,910GWDRYTON-Lift-E,E,,,Lift E,910GWDRYTON-1001325-SUB-6,,,910GWDRYTON-1001325-TH-7,False,
910GWEALING,910GWEALING-Lift-1,1,,,Lift 1,910GWEALING-1001327-DRAYT-3,,,910GWEALING-1001327-RPL1-2,False,
910GWEALING,910GWEALING-Lift-2,2,,,Lift 2,910GWEALING-1001327-DRAYT-3,,,910GWEALING-1001327-RPL2-4,False,
910GWHHRTLA,910GWHHRTLA-Lift-1,1,,,Lift 1,910GWHHRTLA-1001335-RLY-6,,,910GWHHRTLA-1001335-RPL-S-5,False,
910GWHHRTLA,910GWHHRTLA-Lift-2,2,,,Lift 2,910GWHHRTLA-1001335-RLY-6,,,910GWHHRTLA-1001335-RPL-N-2,False,
910GWHMDSTD,910GWHMDSTD-Lift-1,1,,,Lift 1,910GWHMDSTD-1000321-ENTBR-6,,,910GWHMDSTD-1000321-RPL-W-2,False,
910GWHMDSTD,910GWHMDSTD-Lift-2,2,,,Lift 2,910GWHMDSTD-1000321-ENTBR-6,,,910GWHMDSTD-1000321-RPL-E-5,False,
910GWHMPSTM,910GWHMPSTM-Lift-1,1,,,Lift 1 ,910GWHMPSTM-1001330-FB I-9,,,910GWHMPSTM-1001330-RPL1-1,False,
910GWHMPSTM,910GWHMPSTM-Lift-2,2,,,Lift 2 ,910GWHMPSTM-1001330-FB I-9,,,910GWHMPSTM-1001330-RPL2-4,False,
910GWHMPSTM,910GWHMPSTM-Lift-3,3,,,Lift 3,910GWHMPSTM-1001330-FB I-9,,,910GWHMPSTM-1001330-RPL3-5,False,
940GZZDLABR,940GZZDLABR-Lift-1,1,,,Lift 1,940GZZDLABR-1003006-BOOKH-2,,,940GZZDLABR-1003006-DLRN-3,False,
940GZZDLABR,940GZZDLABR-Lift-2,2,,,Lift 2,940GZZDLABR-1003006-BOOKH-2,,,940GZZDLABR-1003006-DLRS-5,False,
940GZZDLALL,940GZZDLALL-Lift-1,1,,,Lift 1,940GZZDLALL-1002003-CONC-5,,,940GZZDLALL-1002003-DLR-N-2,False,
940GZZDLALL,940GZZDLALL-Lift-2,2,,,Lift 2,940GZZDLALL-1002003-CONC-5,,,940GZZDLALL-1002003-DLR-S-4,False,
940GZZDLBLA,940GZZDLBLA-Lift-1,1,,,Lift 1,940GZZDLBLA-1002018-DITCH-1,,,940GZZDLBLA-1002018-DLR-E-2,False,
940GZZDLBLA,940GZZDLBLA-Lift-2,2,,,Lift 2,940GZZDLBLA-1002018-DITCH-1,,,940GZZDLBLA-1002018-DLR-W-4,False,
940GZZDLBOW,940GZZDLBOW-Lift-1,1,,,Lift 1,940GZZDLBOW-1002019-BOWRD-3,,,940GZZDLBOW-1002019-DLR-N-2,False,
940GZZDLBOW,940GZZDLBOW-Lift-2,2,,,Lift 2,940GZZDLBOW-1002019-BOWRD-3,,,940GZZDLBOW-1002019-DLR-S-4,False,
940GZZDLCLA,940GZZDLCLA-Lift-1,1,,,Lift 1,940GZZDLCLA-1002025-CROSA-1,,,940GZZDLCLA-1002025-DLR_S-4,TRUE,
940GZZDLCLA,940GZZDLCLA-Lift-2,2,,,Lift 2,940GZZDLCLA-1002025-CROSA-1,,,940GZZDLCLA-1002025-DLR-N-2,TRUE,
HUBCUS,HUBCUS-Lift-1,1,,,Lift 1,HUBCUS-1001079-WalkW-12,,,HUBCUS-1001079-DLR-2,False,
HUBCUS,HUBCUS-Lift-2,2,,,Lift 2,HUBCUS-1001079-VIC-4,,,HUBCUS-1001079-WalkC-6,False,
HUBCUS,HUBCUS-Lift-3,3,,,Lift 3 ,HUBCUS-1001079-DLR-2,,,HUBCUS-1001079-WalkW-12,False,
HUBCUS,HUBCUS-Lift-4,4,,,Lift 4,HUBCUS-1001079-DLR-2,,,HUBCUS-1001079-WalkE-13,False,
HUBCUS,HUBCUS-Lift-5,5,,,Lift 5,HUBCUS-1001079-EXCEL-7,,,HUBCUS-1001079-WalkC-6,False,
HUBCUS,HUBCUS-Lift-6,6,,,Lift 6,HUBCUS-1001079-EXCEL-7,,,HUBCUS-1001079-WalkW-12,False,
HUBCUS,HUBCUS-Lift-7,7,,,Lift 7,HUBCUS-1001079-EXCEL-7,,,HUBCUS-1001079-WalkE-13,False,
HUBCUS,HUBCUS-Lift-8,8,,,Lift 8,HUBCUS-1001079-CBH-9,,,HUBCUS-1001079-EL EB-5|HUBCUS-1001079-EL WB-10,False,
940GZZDLDEP,940GZZDLDEP-Lift-1,1,,,Lift 1,940GZZDLDEP-1002029-C-8,,,940GZZDLDEP-1002029-DLR-S-2,False,
940GZZDLDEP,940GZZDLDEP-Lift-2,2,,,Lift 2,940GZZDLDEP-1002029-C-8,,,940GZZDLDEP-1002029-DLR-N-7,False,
940GZZDLDEV,940GZZDLDEV-Lift-1,1,,,Lift 1,940GZZDLDEV-1002030-CONC-5,,,940GZZDLDEV-1002030-DLR-N-2,TRUE,
