PlatformUniqueId,StopAreaNaptanCode,Line,DirectionTowards,MinGap,MaxGap,AverageGap,MinStep,MaxStep,AverageStep,DesignatedLevelAccessPoint,LocationOfLevelAccess,LevelAccessByManualRamp,AdditionalAccessibilityInformation,GroupName
940GZZCRAVE-WB-tram,940GZZCRAVE,tram,,0,85,,0,50,,False,,False,,
940GZZCRBED-EB-tram,940GZZCRBED,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBED-WB-tram,940GZZCRBED,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBGV-EB-tram,940GZZCRBGV,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBGV-WB-tram,940GZZCRBGV,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBLA-EB-tram,940GZZCRBLA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBLA-WB-tram,940GZZCRBLA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBRD-EB-tram,940GZZCRBRD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRBRD-WB-tram,940GZZCRBRD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRCEN-WB-tram,940GZZCRCEN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRCHR-WB-tram,940GZZCRCHR,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRCOO-EB-tram,940GZZCRCOO,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRCOO-WB-tram,940GZZCRCOO,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRCTR-EB-tram,940GZZCRCTR,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRDDR-EB-tram,940GZZCRDDR,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRDDR-WB-tram,940GZZCRDDR,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRFLD-EB-tram,940GZZCRFLD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRFLD-WB-tram,940GZZCRFLD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRGRA-EB-tram,940GZZCRGRA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRGRA-WB-tram,940GZZCRGRA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRHAR-EB-tram,940GZZCRHAR,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRHAR-WB-tram,940GZZCRHAR,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRKGH-EB-tram,940GZZCRKGH,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRKGH-WB-tram,940GZZCRKGH,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRLEB-EB-tram,940GZZCRLEB,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRLEB-WB-tram,940GZZCRLEB,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRLOY-EB-tram,940GZZCRLOY,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRLOY-WB-tram,940GZZCRLOY,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRMCH-EB-tram,940GZZCRMCH,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRMCH-WB-tram,940GZZCRMCH,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRMDN-EB-tram,940GZZCRMDN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRMDN-WB-tram,940GZZCRMDN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRMTP-EB-tram,940GZZCRMTP,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRMTP-WB-tram,940GZZCRMTP,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRNWA-WB-tram,940GZZCRNWA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRPHI-EB-tram,940GZZCRPHI,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRPHI-WB-tram,940GZZCRPHI,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRRVC-EB-tram,940GZZCRRVC,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRSAN-EB-tram,940GZZCRSAN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRSAN-WB-tram,940GZZCRSAN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRTPA-EB-tram,940GZZCRTPA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRTPA-WB-tram,940GZZCRTPA,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWAD-EB-tram,940GZZCRWAD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWAD-WB-tram,940GZZCRWAD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWAN-EB-tram,940GZZCRWAN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWAN-WB-tram,940GZZCRWAN,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWEL-EB-tram,940GZZCRWEL,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWOD-EB-tram,940GZZCRWOD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRWOD-WB-tram,940GZZCRWOD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZDLABR-Plat01-SB-dlr,940GZZDLABR,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLABR-Plat02-NB-dlr,940GZZDLABR,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLALL-Plat01-NB-dlr,940GZZDLALL,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLALL-Plat02-SB-dlr,940GZZDLALL,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLBEC-Plat01-WB-dlr,940GZZDLBEC,dlr,,0,85,,0,50,,False,,False,,
940GZZDLBEC-Plat02-WB-dlr,940GZZDLBEC,dlr,,0,85,,0,50,,False,,False,,
940GZZDLBLA-Plat01-EB-dlr,940GZZDLBLA,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLBLA-Plat02-WB-dlr,940GZZDLBLA,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLBOW-Plat01-NB-dlr,940GZZDLBOW,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLBOW-Plat02-SB-dlr,940GZZDLBOW,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLBPK-Plat01-EB-dlr,940GZZDLBPK,dlr,,0,85,,0,50,,False,,False,,
940GZZDLBPK-Plat02-WB-dlr,940GZZDLBPK,dlr,,0,85,,0,50,,False,,False,,
940GZZDLCLA-Plat01-SB-dlr,940GZZDLCLA,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLCLA-Plat02-NB-dlr,940GZZDLCLA,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
HUBCUS-PlatA-EB-elizabeth,910GCSTMHSXR,elizabeth,,0,85,,0,50,,False,,False,,
HUBCUS-PlatB-WB-elizabeth,910GCSTMHSXR,elizabeth,,0,85,,0,50,,False,,False,,
HUBCUS-Plat03-EB-dlr,940GZZDLCUS,dlr,Beckton,0,85,,0,50,,False,,False,,
HUBCUS-Plat04-WB-dlr,940GZZDLCUS,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLCYP-Plat01-EB-dlr,940GZZDLCYP,dlr,Beckton,0,85,,0,50,,False,,False,,
940GZZDLCYP-Plat02-WB-dlr,940GZZDLCYP,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLDEP-Plat01-SB-dlr,940GZZDLDEP,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLDEP-Plat02-NB-dlr,940GZZDLDEP,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLDEV-Plat01-NB-dlr,940GZZDLDEV,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLDEV-Plat02-SB-dlr,940GZZDLDEV,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLEIN-Plat01-EB-dlr,940GZZDLEIN,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLEIN-Plat02-WB-dlr,940GZZDLEIN,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLELV-Plat01-SB-dlr,940GZZDLELV,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLELV-Plat02-NB-dlr,940GZZDLELV,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLGAL-Plat01-EB-dlr,940GZZDLGAL,dlr,Beckton,0,85,,0,50,,False,,False,,
940GZZDLGAL-Plat02-WB-dlr,940GZZDLGAL,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLHEQ-Plat01-SB-dlr,940GZZDLHEQ,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLHEQ-Plat02-NB-dlr,940GZZDLHEQ,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLISL-Plat01-SB-dlr,940GZZDLISL,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLISL-Plat02-NB-dlr,940GZZDLISL,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLKGV-Plat01-SB-dlr,940GZZDLKGV,dlr,Woolwich Arsenal,0,85,,0,50,,False,,False,,
940GZZDLKGV-Plat02-NB-dlr,940GZZDLKGV,dlr,Bank and Stratford,0,85,,0,50,,False,,False,,
940GZZDLLDP-Plat01-NB-dlr,940GZZDLLDP,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLLDP-Plat02-SB-dlr,940GZZDLLDP,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLMUD-Plat01-SB-dlr,940GZZDLMUD,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLMUD-Plat02-NB-dlr,940GZZDLMUD,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLPDK-Plat01-SB-dlr,940GZZDLPDK,dlr,Woolwich Arsenal,0,85,,0,50,,False,,False,,
940GZZDLPDK-Plat02-NB-dlr,940GZZDLPDK,dlr,Bank and Stratford,0,85,,0,50,,False,,False,,
940GZZDLPOP-Plat01-EB-dlr,940GZZDLPOP,dlr,Woolwich Arsenal,0,85,,0,50,,False,,False,,
940GZZDLPOP-Plat02-NB-dlr,940GZZDLPOP,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLPOP-Plat03-SB-dlr,940GZZDLPOP,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLPOP-Plat04-WB-dlr,940GZZDLPOP,dlr,Westferry,0,85,,0,50,,False,,False,,
940GZZDLPRE-Plat01-EB-dlr,940GZZDLPRE,dlr,Beckton,0,85,,0,50,,False,,False,,
940GZZDLPRE-Plat02-WB-dlr,940GZZDLPRE,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLPUD-Plat01-EB-dlr,940GZZDLPUD,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLPUD-Plat02-WB-dlr,940GZZDLPUD,dlr,Poplar,0,85,,0,50,,False,,False,,
940GZZDLRAL-Plat01-EB-dlr,940GZZDLRAL,dlr,Beckton,0,85,,0,50,,False,,False,,
940GZZDLRAL-Plat02-WB-dlr,940GZZDLRAL,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLRVC-Plat01-EB-dlr,940GZZDLRVC,dlr,Beckton,0,85,,0,50,,False,,False,,
940GZZDLRVC-Plat02-WB-dlr,940GZZDLRVC,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLSHS-Plat01-SB-dlr,940GZZDLSHS,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLSHS-Plat02-NB-dlr,940GZZDLSHS,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLSIT-Plat01-SB-dlr,940GZZDLSIT,dlr,Woolwich,0,85,,0,50,,False,,False,,
940GZZDLSIT-Plat02-SB-dlr,940GZZDLSIT,dlr,Woolwich,0,85,,0,50,,False,,False,,
940GZZDLSOQ-Plat01-SB-dlr,940GZZDLSOQ,dlr,Lewisham,0,85,,0,50,,False,,False,,
940GZZDLSOQ-Plat02-NB-dlr,940GZZDLSOQ,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLSTL-Plat01-SB-dlr,940GZZDLSTL,dlr,Canning Town,0,85,,0,50,,False,,False,,
940GZZDLSTL-Plat02-NB-dlr,940GZZDLSTL,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLWFE-Plat01-EB-dlr,940GZZDLWFE,dlr,Canary Wharf and Poplar,0,85,,0,50,,False,,False,,
940GZZDLWFE-Plat02-WB-dlr,940GZZDLWFE,dlr,Shadwell,0,85,,0,50,,False,,False,,
940GZZDLWIQ-Plat02-SB-dlr,940GZZDLWIQ,dlr,Canary Wharf,0,85,,0,50,,False,,False,,
940GZZDLWIQ-Plat03-NB-dlr,940GZZDLWIQ,dlr,Stratford,0,85,,0,50,,False,,False,,
940GZZDLWIQ-Plat04-WB-dlr,940GZZDLWIQ,dlr,Westferry,0,85,,0,50,,False,,False,,
940GZZDLWSV-Plat01-SB-dlr,940GZZDLWSV,dlr,Woolwich Arsenal,0,85,,0,50,,False,,False,,
940GZZDLWSV-Plat02-NB-dlr,940GZZDLWSV,dlr,Bank and Stratford,0,85,,0,50,,False,,False,,
940GZZLUACT-Plat01-WB-district|piccadilly,940GZZLUACT,district,Ealing Broadway,,,103,,,300,False,,TRUE,,
940GZZLUACT-Plat01-WB-district|piccadilly,940GZZLUACT,piccadilly,Uxbridge or Heathrow,76,168,,127,141,,False,,TRUE,,
940GZZLUACT-Plat02-WB-piccadilly,940GZZLUACT,piccadilly,Uxbridge or Heathrow,76,168,,127,141,,False,,TRUE,,
940GZZLUACT-Plat03-EB-piccadilly,940GZZLUACT,piccadilly,Oakwood,125,156,,143,197,,False,,TRUE,,
940GZZLUACT-Plat04-EB-district|piccadilly,940GZZLUACT,district,Upminster,,,80,,,217,False,,TRUE,,
940GZZLUACT-Plat04-EB-district|piccadilly,940GZZLUACT,piccadilly,Oakwood,125,156,,143,197,,False,,TRUE,,
940GZZLUACY-Plat01-NB-northern,940GZZLUACY,northern,,,,,,,,False,,False,,
940GZZLUACY-Plat02-SB-northern,940GZZLUACY,northern,,,,,,,,False,,False,,
940GZZLUADE-Plat01-WB-district|hammersmith-city,940GZZLUADE,district,Earl's Court,,,47,,,153,False,,TRUE,,
940GZZLUADE-Plat01-WB-district|hammersmith-city,940GZZLUADE,hammersmith-city,Hammersmith,,,47,,,153,False,,TRUE,,
940GZZLUADE-Plat02-EB-district|hammersmith-city,940GZZLUADE,district,Upminster,0,85,,0,50,,False,,False,,
940GZZLUADE-Plat02-EB-district|hammersmith-city,940GZZLUADE,hammersmith-city,Barking,0,85,,0,50,,False,,False,,
940GZZLUAGL-Plat01-SB-northern,940GZZLUAGL,northern,,,,,,,,False,,False,,
940GZZLUAGL-Plat02-NB-northern,940GZZLUAGL,northern,,,,,,,,False,,False,,
940GZZLUALD-Plat01-EB-circle,940GZZLUALD,circle,,,,,,,,False,,False,,
940GZZLUALD-Plat02-NB-metropolitan,940GZZLUALD,metropolitan,,,,,,,,False,,False,,
940GZZLUALD-Plat03-NB-metropolitan,940GZZLUALD,metropolitan,,,,,,,,False,,False,,
940GZZLUALD-Plat04-WB-circle,940GZZLUALD,circle,,,,,,,,False,,False,,
940GZZLUALP-Plat01-WB-piccadilly,940GZZLUALP,piccadilly,,,,,,,,False,,False,,
940GZZLUALP-Plat02-EB-piccadilly,940GZZLUALP,piccadilly,,,,,,,,False,,False,,
940GZZLUASG-Plat01-EB-piccadilly,940GZZLUASG,piccadilly,,,,,,,,False,,False,,
940GZZLUASG-Plat02-EB-piccadilly,940GZZLUASG,piccadilly,,,,,,,,False,,False,,
940GZZLUASG-Plat03-WB-piccadilly,940GZZLUASG,piccadilly,,,,,,,,False,,False,,
940GZZLUASG-Plat04-WB-piccadilly,940GZZLUASG,piccadilly,,,,,,,,False,,False,,
940GZZLUASL-Plat01-EB-piccadilly,940GZZLUASL,piccadilly,,,,,,,,False,,False,,
940GZZLUASL-Plat02-WB-piccadilly,940GZZLUASL,piccadilly,,,,,,,,False,,False,,
940GZZLUBBB-Plat01-WB-district|hammersmith-city,940GZZLUBBB,district,,,,,,,,False,,TRUE,,
940GZZLUBBB-Plat01-WB-district|hammersmith-city,940GZZLUBBB,hammersmith-city,,,,,,,,False,,TRUE,,
940GZZLUBBB-Plat02-EB-district|hammersmith-city,940GZZLUBBB,district,,,,,,,,False,,TRUE,,
940GZZLUBBB-Plat02-EB-district|hammersmith-city,940GZZLUBBB,hammersmith-city,,,,,,,,False,,TRUE,,
940GZZLUBBN-Plat01-EB-circle|hammersmith-city|metropolitan,940GZZLUBBN,circle,,,,,,,,False,,False,,
940GZZLUBBN-Plat01-EB-circle|hammersmith-city|metropolitan,940GZZLUBBN,hammersmith-city,,,,,,,,False,,False,,
940GZZLUBBN-Plat01-EB-circle|hammersmith-city|metropolitan,940GZZLUBBN,metropolitan,,,,,,,,False,,False,,
940GZZLUBBN-Plat02-WB-circle|hammersmith-city|metropolitan,940GZZLUBBN,circle,,0,85,,0,50,,TRUE,,False,"Step free access to Westbound trains from Barbican is available via lifts within Farringdon's Long Lane entrance. The Long Lane entrance to Farringdon station is open between 06:30 and 23:00 on Monday to Saturday. It is not open on Sundays. When this entrance is closed, step-free access is available at Farringdon Station",
940GZZLUBBN-Plat02-WB-circle|hammersmith-city|metropolitan,940GZZLUBBN,hammersmith-city,,0,85,,0,50,,TRUE,,False,"Step free access to Westbound trains from Barbican is available via lifts within Farringdon's Long Lane entrance. The Long Lane entrance to Farringdon station is open between 06:30 and 23:00 on Monday to Saturday. It is not open on Sundays. When this entrance is closed, step-free access is available at Farringdon Station",
940GZZLUBBN-Plat02-WB-circle|hammersmith-city|metropolitan,940GZZLUBBN,metropolitan,,0,85,,0,50,,TRUE,,False,"Step free access to Westbound trains from Barbican is available via lifts within Farringdon's Long Lane entrance. The Long Lane entrance to Farringdon station is open between 06:30 and 23:00 on Monday to Saturday. It is not open on Sundays. When this entrance is closed, step-free access is available at Farringdon Station",
940GZZLUBDS-Plat01-EB-piccadilly,940GZZLUBDS,piccadilly,,,,,,,,False,,False,,
940GZZLUBDS-Plat02-WB-piccadilly,940GZZLUBDS,piccadilly,,,,,,,,False,,False,,
940GZZLUBEC-Plat01-WB-district,940GZZLUBEC,district,,,,,,,,False,,False,,
940GZZLUBEC-Plat02-EB-district,940GZZLUBEC,district,,,,,,,,False,,False,,
940GZZLUBKE-Plat01-WB-central,940GZZLUBKE,central,,,,,,,,False,,False,,
940GZZLUBKE-Plat02-EB-central,940GZZLUBKE,central,Woodford,,,213,,,37,False,,TRUE,,
940GZZLUBKH-Plat01-WB-central,940GZZLUBKH,central,,,,,,,,False,,TRUE,,
940GZZLUBKH-Plat02-EB-central,940GZZLUBKH,central,,,,,,,,False,,TRUE,,
940GZZLUBLG-Plat01-WB-central,940GZZLUBLG,central,,,,,,,,False,,False,,
940GZZLUBLG-Plat02-EB-central,940GZZLUBLG,central,,,,,,,,False,,False,,
940GZZLUBMY-Plat01-WB-jubilee,940GZZLUBMY,jubilee,Stanmore,0,85,,0,50,,False,,False,"For level access leaving the train at Green Park or Wembley Park, please travel in the correct carriage. ",
940GZZLUBMY-Plat02-EB-jubilee,940GZZLUBMY,jubilee,Stratford,0,85,,0,50,,False,,False,,
HUBBDS-Plat01-WB-central,940GZZLUBND,central,Stratford,,,,,,,False,,TRUE,,
HUBBDS-Plat02-EB-central,940GZZLUBND,central,Ealing Broadway,,,,,,,False,,TRUE,,
HUBBDS-Plat03-NB-jubilee,940GZZLUBND,jubilee,Stanmore,0,85,,0,50,,TRUE,,False,,
HUBBDS-Plat04-SB-jubilee,940GZZLUBND,jubilee,Stratford,,,,,,,False,,TRUE,,
HUBBDS-PlatA-EB-elizabeth,910GBONDST,elizabeth,,,,,,,,TRUE,,False,,
HUBBDS-PlatB-WB-elizabeth,910GBONDST,elizabeth,,,,,,,,TRUE,,False,,
940GZZLUBOR-Plat01-NB-northern,940GZZLUBOR,northern,Camden Town,0,85,,0,50,,TRUE,,False,,
940GZZLUBOR-Plat02-SB-northern,940GZZLUBOR,northern,,,,,,,,False,,False,,
940GZZLUBOS-Plat01-WB-piccadilly,940GZZLUBOS,piccadilly,,,,,,,,False,,False,,
940GZZLUBOS-Plat02-EB-piccadilly,940GZZLUBOS,piccadilly,,,,,,,,False,,False,,
940GZZLUBSC-Plat01-WB-district,940GZZLUBSC,district,,,,77,,,247,False,,False,,
940GZZLUBSC-Plat02-WB-piccadilly,940GZZLUBSC,piccadilly,,,,23,,,88,False,,False,,
940GZZLUBSC-Plat03-EB-piccadilly,940GZZLUBSC,piccadilly,,,,50,,,156,False,,False,,
940GZZLUBSC-Plat04-EB-district,940GZZLUBSC,district,,,,10,,,273,False,,False,,
940GZZLUBST-Plat01-NB-metropolitan,940GZZLUBST,metropolitan,,,,,,,,False,,False,,
940GZZLUBST-Plat02-NB-metropolitan,940GZZLUBST,metropolitan,,,,,,,,False,,False,,
940GZZLUBST-Plat03-SB-metropolitan,940GZZLUBST,metropolitan,,,,,,,,False,,False,,
940GZZLUBST-Plat04-NB-metropolitan,940GZZLUBST,metropolitan,,,,,,,,False,,False,,
940GZZLUBST-Plat05-EB-circle|hammersmith-city,940GZZLUBST,circle,,,,,,,,False,,False,,
940GZZLUBST-Plat05-EB-circle|hammersmith-city,940GZZLUBST,hammersmith-city,,,,,,,,False,,False,,
940GZZLUBST-Plat06-WB-circle|hammersmith-city,940GZZLUBST,circle,,,,,,,,False,,False,,
940GZZLUBST-Plat06-WB-circle|hammersmith-city,940GZZLUBST,hammersmith-city,,,,,,,,False,,False,,
940GZZLUBST-Plat07-SB-jubilee,940GZZLUBST,jubilee,Westminster,0,85,,0,50,,TRUE,,False,,
940GZZLUBST-Plat08-SB-bakerloo,940GZZLUBST,bakerloo,Oxford Circus,,,40,,,150,False,,TRUE,,
940GZZLUBST-Plat09-NB-bakerloo,940GZZLUBST,bakerloo,Harrow & Wealdstone,,,43,,,147,False,,False,,
940GZZLUBST-Plat10-NB-jubilee,940GZZLUBST,jubilee,Stanmore,0,85,,0,50,,TRUE,,False,,
940GZZLUBTK-Plat01-NB-northern,940GZZLUBTK,northern,,,,,,,,False,,False,,
940GZZLUBTK-Plat02-SB-northern,940GZZLUBTK,northern,,,,,,,,False,,False,,
940GZZLUBTX-Plat01-NB-northern,940GZZLUBTX,northern,,,,,,,,False,,False,,
940GZZLUBTX-Plat02-SB-northern,940GZZLUBTX,northern,,,,,,,,False,,False,,
940GZZLUBWR-Plat01-WB-district|hammersmith-city,940GZZLUBWR,district,,,,,,,,False,,False,,
940GZZLUBWR-Plat01-WB-district|hammersmith-city,940GZZLUBWR,hammersmith-city,,,,,,,,False,,False,,
940GZZLUBWR-Plat02-EB-district|hammersmith-city,940GZZLUBWR,district,,,,,,,,False,,False,,
940GZZLUBWR-Plat02-EB-district|hammersmith-city,940GZZLUBWR,hammersmith-city,,,,,,,,False,,False,,
940GZZLUBWT-Plat01-WB-circle|district,940GZZLUBWT,circle,,,,,,,,False,,False,,
940GZZLUBWT-Plat01-WB-circle|district,940GZZLUBWT,district,,,,,,,,False,,False,,
940GZZLUBWT-Plat02-EB-circle|district,940GZZLUBWT,circle,,,,,,,,False,,False,,
940GZZLUBWT-Plat02-EB-circle|district,940GZZLUBWT,district,,,,,,,,False,,False,,
940GZZLUBZP-Plat01-NB-northern,940GZZLUBZP,northern,,,,,,,,False,,False,,
940GZZLUBZP-Plat02-SB-northern,940GZZLUBZP,northern,,,,,,,,False,,False,,
940GZZLUCAR-Plat01-EB-piccadilly,940GZZLUCAR,piccadilly,,0,85,,0,50,,TRUE,,False,,
940GZZLUCAR-Plat02-WB-piccadilly,940GZZLUCAR,piccadilly,,0,85,,0,50,,TRUE,,False,,
940GZZLUCFM-Plat01-NB-northern,940GZZLUCFM,northern,,,,,,,,False,,False,,
940GZZLUCFM-Plat02-SB-northern,940GZZLUCFM,northern,,,,,,,,False,,False,,
940GZZLUCGN-Plat01-WB-piccadilly,940GZZLUCGN,piccadilly,,,,,,,,False,,False,,
940GZZLUCGN-Plat02-EB-piccadilly,940GZZLUCGN,piccadilly,,,,,,,,False,,False,,
940GZZLUCHL-Plat01-WB-central,940GZZLUCHL,central,,,,,,,,False,,False,,
940GZZLUCHL-Plat02-EB-central,940GZZLUCHL,central,,,,,,,,False,,False,,
940GZZLUCKS-Plat01-WB-piccadilly,940GZZLUCKS,piccadilly,,,,,,,,False,,TRUE,,
940GZZLUCKS-Plat02-WB-piccadilly,940GZZLUCKS,piccadilly,,,,,,,,False,,TRUE,,
940GZZLUCKS-Plat04-WB-piccadilly,940GZZLUCKS,piccadilly,,,,,,,,False,,TRUE,,
940GZZLUCND-Plat01-NB-northern,940GZZLUCND,northern,,,,,,,,False,,False,,
940GZZLUCND-Plat02-SB-northern,940GZZLUCND,northern,,,,,,,,False,,False,,
940GZZLUCPC-Plat01-NB-northern,940GZZLUCPC,northern,,,,,,,,False,,False,,
940GZZLUCPC-Plat02-SB-northern,940GZZLUCPC,northern,,,,,,,,False,,False,,
940GZZLUCPK-Plat01-NB-jubilee,940GZZLUCPK,jubilee,,,,,,,,False,,False,,
940GZZLUCPK-Plat02-SB-jubilee,940GZZLUCPK,jubilee,,,,,,,,False,,False,,
940GZZLUCPN-Plat01-NB-northern,940GZZLUCPN,northern,,,,,,,,False,,False,,
940GZZLUCPN-Plat02-SB-northern,940GZZLUCPN,northern,,,,,,,,False,,False,,
940GZZLUCPS-Plat01-NB-northern,940GZZLUCPS,northern,,,,,,,,False,,False,,
940GZZLUCPS-Plat02-SB-northern,940GZZLUCPS,northern,,,,,,,,False,,False,,
940GZZLUCSD-Plat01-NB-northern,940GZZLUCSD,northern,,,,,,,,False,,False,,
940GZZLUCSD-Plat02-SB-northern,940GZZLUCSD,northern,,,,,,,,False,,False,,
940GZZLUCSM-Plat01-SB-metropolitan,940GZZLUCSM,metropolitan,Liverpool Street,,,,,,,False,,TRUE,,
940GZZLUCTN-Plat01-NB-northern,940GZZLUCTN,northern,Edgware,0,85,,0,50,,TRUE,,False,,
940GZZLUCTN-Plat02-SB-northern,940GZZLUCTN,northern,,,,,,,,False,,False,,
940GZZLUCTN-Plat03-NB-northern,940GZZLUCTN,northern,High Barnet,0,85,,0,50,,TRUE,,False,,
940GZZLUCTN-Plat04-SB-northern,940GZZLUCTN,northern,,,,,,,,False,,False,,
940GZZLUCWL-Plat01-WB-central,940GZZLUCWL,central,,,,,,,,False,,False,,
940GZZLUCWL-Plat02-EB-central,940GZZLUCWL,central,,,,,,,,False,,False,,
940GZZLUCWP-Plat01-WB-district,940GZZLUCWP,district,,,,,,,,False,,False,,
940GZZLUCWP-Plat02-EB-district,940GZZLUCWP,district,,,,,,,,False,,False,,
940GZZLUCXY-Plat01-NB-metropolitan,940GZZLUCXY,metropolitan,,,,,,,,False,,False,,
940GZZLUCXY-Plat02-SB-metropolitan,940GZZLUCXY,metropolitan,,,,,,,,False,,False,,
940GZZLUDBN-Plat01-WB-central,940GZZLUDBN,central,,0,173,,0,30,,False,,TRUE,,
940GZZLUDBN-Plat02-EB-central,940GZZLUDBN,central,Epping,0,173,,0,30,,False,,TRUE,,
940GZZLUDGE-Plat01-WB-district,940GZZLUDGE,district,,,,,,,,False,,False,,
940GZZLUDGE-Plat02-EB-district,940GZZLUDGE,district,,,,,,,,False,,False,,
940GZZLUDGE-Plat03-WB-district,940GZZLUDGE,district,,,,,,,,False,,False,,
