PlatformUniqueId,StopAreaNaptanCode,Line,DirectionTowards,MinGap,MaxGap,AverageGap,MinStep,MaxStep,AverageStep,DesignatedLevelAccessPoint,LocationOfLevelAccess,LevelAccessByManualRamp,AdditionalAccessibilityInformation,GroupName
910GKENR-Plat01-WB-london-overground,910GKENR,london-overground,Richmond and Clapham Junction,,,,,,,False,,TRUE,Use the Chamberlayne Road entrance for eastbound platform. Step-free platform interchange requires a 200m journey via street,
910GKENR-Plat02-EB-london-overground,910GKENR,london-overground,Stratford,,,,,,,False,,TRUE,Use the Station Terrace entrance for westbound platform. Step-free platform interchange requires a 200m journey via street,
910GKLBRNHR-Plat01-SB-london-overground,910GKLBRNHR,london-overground,,,,,,,,False,,False,,
910GKLBRNHR-Plat02-NB-london-overground,910GKLBRNHR,london-overground,,,,,,,,False,,False,,
910GKNTSHTW-Plat01-WB-london-overground,910GKNTSHTW,london-overground,,,,,,,,False,,False,,
910GKNTSHTW-Plat02-EB-london-overground,910GKNTSHTW,london-overground,,,,,,,,False,,False,,
910GLANGLEY-Plat01-WB-elizabeth,910GLANGLEY,elizabeth,Reading,,,,,,,False,,TRUE,,
910GLANGLEY-Plat02-EB-elizabeth,910GLANGLEY,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GLANGLEY-Plat03-WB-elizabeth,910GLANGLEY,elizabeth,Reading,,,,,,,False,,TRUE,,
910GLANGLEY-Plat04-EB-elizabeth,910GLANGLEY,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GLBGHJN-Plat01-NB-thameslink,910GLBGHJN,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GLBGHJN-Plat02-SB-thameslink,910GLBGHJN,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GLEYTNMR-Plat01-WB-london-overground,910GLEYTNMR,london-overground,,,,,,,,False,,False,,
910GLEYTNMR-Plat02-EB-london-overground,910GLEYTNMR,london-overground,,,,,,,,False,,False,,
910GLONFLDS-Plat01-SB-london-overground,910GLONFLDS,london-overground,,,,,,,,False,,False,,
910GLONFLDS-Plat02-NB-london-overground,910GLONFLDS,london-overground,,,,,,,,False,,False,,
910GLYTNSHR-Plat01-WB-london-overground,910GLYTNSHR,london-overground,,,,,,,,False,,False,,
910GLYTNSHR-Plat02-EB-london-overground,910GLYTNSHR,london-overground,,,,,,,,False,,False,,
910GMANRPK-Plat01-WB-elizabeth,910GMANRPK,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GMANRPK-Plat02-EB-elizabeth,910GMANRPK,elizabeth,Shenfield,,,,,,,False,,TRUE,,
910GMANRPK-Plat03-WB-elizabeth,910GMANRPK,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GMANRPK-Plat04-EB-elizabeth,910GMANRPK,elizabeth,Shenfield,,,,,,,False,,TRUE,,
910GMAZEH-Plat01-WB-thameslink,910GMAZEH,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GMAZEH-Plat02-EB-thameslink,910GMAZEH,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GMDNHEAD-Plat01-WB-elizabeth,910GMDNHEAD,elizabeth,Reading,,,,,,,False,,TRUE,,
910GMDNHEAD-Plat02-EB-elizabeth,910GMDNHEAD,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GMDNHEAD-Plat03-WB-elizabeth,910GMDNHEAD,elizabeth,Reading,,,,,,,False,,TRUE,,
910GMDNHEAD-Plat04-EB-elizabeth,910GMDNHEAD,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GMDNHEAD-Plat05-EB-elizabeth,910GMDNHEAD,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GMLHB-Plat01-SB-thameslink,910GMLHB,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GMLHB-Plat02-NB-thameslink,910GMLHB,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GMORDENS-Plat01-NB-thameslink,910GMORDENS,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GMORDENS-Plat02-SB-thameslink,910GMORDENS,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GMRYLAND-Plat01-WB-elizabeth,910GMRYLAND,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GMRYLAND-Plat02-EB-elizabeth,910GMRYLAND,elizabeth,Shenfield,,,,,,,False,,TRUE,,
910GMRYLAND-Plat03-WB-elizabeth,910GMRYLAND,elizabeth,,,,,,,,False,,TRUE,,
910GMRYLAND-Plat04-EB-elizabeth,910GMRYLAND,elizabeth,,,,,,,,False,,TRUE,,
910GNBARNET-Plat01-SB-thameslink,910GNBARNET,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GNBARNET-Plat04-NB-thameslink,910GNBARNET,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GNEWSGAT-Plat01-SB-national-rail,910GNEWSGAT,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GNEWSGAT-Plat04-NB-national-rail,910GNEWSGAT,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GNUNHEAD-Plat01-WB-national-rail,910GNUNHEAD,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GNUNHEAD-Plat02-EB-national-rail,910GNUNHEAD,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GOKLGHPK-Plat01-SB-thameslink,910GOKLGHPK,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GOKLGHPK-Plat04-NB-thameslink,910GOKLGHPK,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GORPNGTN-Plat01-NB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GORPNGTN-Plat02-NB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GORPNGTN-Plat03-SB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GORPNGTN-Plat04-NB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GORPNGTN-Plat05-SB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GORPNGTN-Plat06-NB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,TRUE,,
910GORPNGTN-Plat07-NB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GORPNGTN-Plat08-NB-national-rail,910GORPNGTN,national-rail,,,,,,,,False,,False,,
910GPCKHMQD-Plat01-NB-london-overground,910GPCKHMQD,london-overground,Dalston Junction,,,,,,,False,,TRUE,,
910GPCKHMQD-Plat02-SB-london-overground,910GPCKHMQD,london-overground,Clapham Junction,,,,,,,False,,TRUE,,
910GPCKHMRY-Plat01-WB-london-overground,910GPCKHMRY,london-overground,,,,,,,,False,,False,,
910GPCKHMRY-Plat02-EB-london-overground,910GPCKHMRY,london-overground,,,,,,,,False,,False,,
910GPCKHMRY-Plat03-NB-thameslink,910GPCKHMRY,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPCKHMRY-Plat04-SB-thameslink,910GPCKHMRY,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPENEW-Plat01-NB-london-overground,910GPENEW,london-overground,Highbury & Islington,,,,,,,False,,TRUE,,
910GPENEW-Plat02-SB-london-overground,910GPENEW,london-overground,,,,,,,,False,,False,,
910GPETSWD-Plat03-NB-thameslink,910GPETSWD,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPETSWD-Plat04-SB-thameslink,910GPETSWD,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPLMS-Plat01-EB-thameslink,910GPLMS,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPLMS-Plat02-WB-thameslink,910GPLMS,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPURLEY-Plat03-NB-thameslink,910GPURLEY,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GPURLEY-Plat04-SB-thameslink,910GPURLEY,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GRBRN-Plat01-NB-thameslink,910GRBRN,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GRBRN-Plat02-SB-thameslink,910GRBRN,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GRCTRYRD-Plat01-SB-london-overground,910GRCTRYRD,london-overground,,,,,,,,False,,False,,
910GRCTRYRD-Plat02-NB-london-overground,910GRCTRYRD,london-overground,,,,,,,,False,,False,,
910GRDNGSTN-Plat14-EB-elizabeth,910GRDNGSTN,elizabeth,Ealing Broadway,,,,,,,False,,TRUE,,
910GROMFORD-Plat01-EB-london-overground,910GROMFORD,london-overground,Upminster,,,,,,,False,,TRUE,,
910GROMFORD-Plat04-WB-elizabeth,910GROMFORD,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GROMFORD-Plat05-EB-elizabeth,910GROMFORD,elizabeth,Shenfield,,,,,,,False,,TRUE,,
910GRTHERHI-Plat01-NB-london-overground,910GRTHERHI,london-overground,,,,,,,,False,,False,,
910GRTHERHI-Plat02-SB-london-overground,910GRTHERHI,london-overground,,,,,,,,False,,False,,
910GSACTON-Plat01-WB-london-overground,910GSACTON,london-overground,Richmond,,,,,,,False,,TRUE,Use the Kingswood Terrace entrance for westbound platform,
910GSACTON-Plat02-EB-london-overground,910GSACTON,london-overground,Stratford,,,,,,,False,,TRUE,Use the Palmerston Road entrance for eastbound platform,
910GSBURY-Plat01-SB-london-overground,910GSBURY,london-overground,,,,,,,,False,,False,,
910GSBURY-Plat02-NB-london-overground,910GSBURY,london-overground,,,,,,,,False,,False,,
910GSCROYDN-Plat03-NB-thameslink,910GSCROYDN,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSCROYDN-Plat05-SB-thameslink,910GSCROYDN,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSHENFLD-Plat05-WB-elizabeth,910GSHENFLD,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GSHENFLD-Plat06-WB-elizabeth,910GSHENFLD,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GSHLIER-Plat01-NB-thameslink,910GSHLIER,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSHLIER-Plat02-SB-thameslink,910GSHLIER,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSHMPSTD-Plat01-SB-london-overground,910GSHMPSTD,london-overground,,,,,,,,False,,False,,
910GSHMPSTD-Plat02-NB-london-overground,910GSHMPSTD,london-overground,,,,,,,,False,,False,,
910GSHRDHST-Plat01-NB-london-overground,910GSHRDHST,london-overground,Highbury & Islington,0,85,,0,50,,TRUE,,FALSE,,
910GSHRDHST-Plat02-SB-london-overground,910GSHRDHST,london-overground,"New Cross, Clapham Junction, Crystal Palace and West Croydon",0,85,,0,50,,TRUE,,FALSE,,
910GSHRTLND-Plat01-NB-thameslink,910GSHRTLND,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSHRTLND-Plat02-SB-thameslink,910GSHRTLND,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSIVRST-Plat01-SB-london-overground,910GSIVRST,london-overground,,,,,,,,False,,False,,
910GSIVRST-Plat02-NB-london-overground,910GSIVRST,london-overground,,,,,,,,False,,False,,
910GSLADEGN-Plat01-WB-thameslink,910GSLADEGN,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSLADEGN-Plat02-EB-thameslink,910GSLADEGN,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSLOUGH-Plat02-WB-elizabeth,910GSLOUGH,elizabeth,Reading,,,,,,,False,,TRUE,,
910GSLOUGH-Plat03-EB-elizabeth,910GSLOUGH,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GSLOUGH-Plat04-WB-elizabeth,910GSLOUGH,elizabeth,Reading,,,,,,,False,,TRUE,,
910GSLOUGH-Plat05-EB-elizabeth,910GSLOUGH,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GSMERTON-Plat01-NB-thameslink,910GSMERTON,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSMERTON-Plat02-SB-thameslink,910GSMERTON,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSTHALL-Plat01-WB-elizabeth,910GSTHALL,elizabeth,,,,,,,,False,,TRUE,,
910GSTHALL-Plat02-EB-elizabeth,910GSTHALL,elizabeth,,,,,,,,False,,TRUE,,
910GSTHALL-Plat03-WB-elizabeth,910GSTHALL,elizabeth,,,,,,,,False,,TRUE,,
910GSTHALL-Plat04-EB-elizabeth,910GSTHALL,elizabeth,,,,,,,,False,,TRUE,,
910GSTJMSST-Plat01-SB-london-overground,910GSTJMSST,london-overground,,,,,,,,False,,False,,
910GSTJMSST-Plat02-NB-london-overground,910GSTJMSST,london-overground,,,,,,,,False,,False,,
910GSTKNWNG-Plat01-SB-london-overground,910GSTKNWNG,london-overground,,,,,,,,False,,False,,
910GSTKNWNG-Plat02-NB-london-overground,910GSTKNWNG,london-overground,,,,,,,,False,,False,,
910GSTMFDHL-Plat01-SB-london-overground,910GSTMFDHL,london-overground,,,,,,,,False,,False,,
910GSTMFDHL-Plat02-NB-london-overground,910GSTMFDHL,london-overground,,,,,,,,False,,False,,
910GSTMRYC-Plat01-WB-thameslink,910GSTMRYC,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSTMRYC-Plat02-EB-thameslink,910GSTMRYC,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSTOTNHM-Plat01-WB-london-overground,910GSTOTNHM,london-overground,Gospel Oak,,,,,,,False,,TRUE,,
910GSTOTNHM-Plat02-EB-london-overground,910GSTOTNHM,london-overground,Barking,,,,,,,False,,TRUE,,
910GSTPXBOX-PlatA-SB-national-rail,910GSTPXBOX,national-rail,,,,,,,,TRUE,,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",St Pancras
910GSTPXBOX-PlatB-NB-national-rail,910GSTPXBOX,national-rail,,,,,,,,TRUE,,FALSE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",St Pancras
910GSTPADOM-Plat01-NB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTPADOM-Plat02-NB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTPADOM-Plat03-NB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTPADOM-Plat04-NB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTPADOM-Plat11-EB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTPADOM-Plat12-EB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTPADOM-Plat13-EB-national-rail,910GSTPADOM,national-rail,,,,,,,,False,,TRUE,,St Pancras
910GSTRETHM-Plat01-SB-thameslink,910GSTRETHM,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSTRETHM-Plat02-NB-thameslink,910GSTRETHM,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSURREYQ-Plat01-NB-london-overground,910GSURREYQ,london-overground,,,,,,,,False,,False,,
910GSURREYQ-Plat02-SB-london-overground,910GSURREYQ,london-overground,,,,,,,,False,,False,,
910GSUTTONC-Plat01-NB-thameslink,910GSUTTONC,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSUTTONC-Plat02-SB-thameslink,910GSUTTONC,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSUTTON-Plat01-EB-thameslink,910GSUTTON,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSUTTON-Plat02-WB-thameslink,910GSUTTON,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSVNKNGS-Plat01-WB-elizabeth,910GSVNKNGS,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GSVNKNGS-Plat02-EB-elizabeth,910GSVNKNGS,elizabeth,Shenfield,,,,,,,False,,TRUE,,
910GSVNKNGS-Plat03-WB-elizabeth,910GSVNKNGS,elizabeth,Liverpool Street,,,,,,,False,,TRUE,,
910GSVNKNGS-Plat04-EB-elizabeth,910GSVNKNGS,elizabeth,Shenfield,,,,,,,False,,TRUE,,
910GSWLY-Plat01-NB-thameslink,910GSWLY,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSWLY-Plat02-SB-thameslink,910GSWLY,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSWLY-Plat03-NB-thameslink,910GSWLY,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSWLY-Plat04-SB-thameslink,910GSWLY,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTAPLOW-Plat01-WB-elizabeth,910GTAPLOW,elizabeth,Reading,,,,,,,False,,TRUE,,
910GTAPLOW-Plat02-EB-elizabeth,910GTAPLOW,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GTAPLOW-Plat03-WB-elizabeth,910GTAPLOW,elizabeth,Reading,,,,,,,False,,TRUE,,
910GTAPLOW-Plat04-EB-elizabeth,910GTAPLOW,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GTHBLDSG-Plat01-SB-london-overground,910GTHBLDSG,london-overground,,,,,,,,False,,False,,
910GTHBLDSG-Plat02-NB-london-overground,910GTHBLDSG,london-overground,,,,,,,,False,,False,,
910GTOOTING-Plat01-NB-thameslink,910GTOOTING,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTOOTING-Plat02-SB-thameslink,910GTOOTING,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTULSEH-Plat01-NB-thameslink,910GTULSEH,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTULSEH-Plat02-SB-thameslink,910GTULSEH,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTURKYST-Plat01-SB-london-overground,910GTURKYST,london-overground,,,,,,,,False,,False,,
910GTURKYST-Plat02-NB-london-overground,910GTURKYST,london-overground,,,,,,,,False,,False,,
910GTWYFORD-Plat01-WB-elizabeth,910GTWYFORD,elizabeth,Reading,,,,,,,False,,TRUE,,
910GTWYFORD-Plat02-EB-elizabeth,910GTWYFORD,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GTWYFORD-Plat03-WB-elizabeth,910GTWYFORD,elizabeth,Reading,,,,,,,False,,TRUE,,
910GTWYFORD-Plat04-EB-elizabeth,910GTWYFORD,elizabeth,Paddington Station,,,,,,,False,,TRUE,,
910GUPRHLWY-Plat01-WB-london-overground,910GUPRHLWY,london-overground,Gospel Oak,,,,,,,False,,TRUE,,
910GUPRHLWY-Plat02-EB-london-overground,910GUPRHLWY,london-overground,Barking,,,,,,,False,,TRUE,,
910GWAPPING-Plat01-NB-london-overground,910GWAPPING,london-overground,,,,,,,,False,,False,,
910GWAPPING-Plat02-SB-london-overground,910GWAPPING,london-overground,,,,,,,,False,,False,,
910GWATFDHS-Plat01-SB-london-overground,910GWATFDHS,london-overground,,,,,,,,False,,False,,
910GWATFDHS-Plat02-NB-london-overground,910GWATFDHS,london-overground,,,,,,,,False,,False,,
910GWCOMBEP-Plat01-WB-thameslink,910GWCOMBEP,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWCOMBEP-Plat02-EB-thameslink,910GWCOMBEP,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWDGRNPK-Plat01-WB-london-overground,910GWDGRNPK,london-overground,,,,,,,,False,,False,,
910GWDGRNPK-Plat02-EB-london-overground,910GWDGRNPK,london-overground,,,,,,,,False,,False,,
910GWDRYTON-Plat01-WB-elizabeth,910GWDRYTON,elizabeth,,,,,,,,False,,TRUE,,
910GWDRYTON-Plat02-EB-elizabeth,910GWDRYTON,elizabeth,,,,,,,,False,,TRUE,,
910GWDRYTON-Plat03-WB-elizabeth,910GWDRYTON,elizabeth,,,,,,,,False,,TRUE,,
910GWDRYTON-Plat04-EB-elizabeth,910GWDRYTON,elizabeth,,,,,,,,False,,TRUE,,
910GWDRYTON-Plat05-EB-elizabeth,910GWDRYTON,elizabeth,,,,,,,,False,,TRUE,,
910GWDST-Plat01-SB-london-overground,910GWDST,london-overground,,,,,,,,False,,False,,
910GWDST-Plat02-NB-london-overground,910GWDST,london-overground,,,,,,,,False,,False,,
910GWEALING-Plat03-WB-elizabeth,910GWEALING,elizabeth,,,,,,,,False,,TRUE,,
910GWEALING-Plat04-EB-elizabeth,910GWEALING,elizabeth,,,,,,,,False,,TRUE,,
910GWHHRTLA-Plat01-SB-london-overground,910GWHHRTLA,london-overground,Liverpool Street,,,,,,,False,,TRUE,,
910GWHHRTLA-Plat02-NB-london-overground,910GWHHRTLA,london-overground,Silver Street,,,,,,,False,,TRUE,,
910GWHMDSTD-Plat01-EB-london-overground,910GWHMDSTD,london-overground,Highbury & Islington,,,,,,,False,,TRUE,,
910GWHMDSTD-Plat02-WB-london-overground,910GWHMDSTD,london-overground,Willesden Junction,,,,,,,False,,TRUE,,
910GWHMPSTM-Plat01-SB-thameslink,910GWHMPSTM,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWHMPSTM-Plat02-NB-thameslink,910GWHMPSTM,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWHMPSTM-Plat03-SB-thameslink,910GWHMPSTM,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWHMPSTM-Plat04-NB-thameslink,910GWHMPSTM,thameslink,,,,,,,,False,,TRUE,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWIMLCHS-Plat01-NB-thameslink,910GWIMLCHS,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWIMLCHS-Plat02-SB-thameslink,910GWIMLCHS,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWLTHQRD-Plat01-WB-london-overground,910GWLTHQRD,london-overground,Gospel Oak,,,,,,,False,,TRUE,,
910GWLTHQRD-Plat02-EB-london-overground,910GWLTHQRD,london-overground,Barking,,,,,,,False,,TRUE,,
910GWNDSWRD-Plat01-WB-london-overground,910GWNDSWRD,london-overground,,,,,,,,False,,False,,
910GWNDSWRD-Plat02-EB-london-overground,910GWNDSWRD,london-overground,,,,,,,,False,,False,,
910GWNSTDPK-Plat01-WB-london-overground,910GWNSTDPK,london-overground,,,,,,,,False,,False,,
910GWNSTDPK-Plat02-EB-london-overground,910GWNSTDPK,london-overground,,,,,,,,False,,False,,
910GWSUTTON-Plat01-NB-thameslink,910GWSUTTON,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWSUTTON-Plat02-SB-thameslink,910GWSUTTON,thameslink,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWOLWXR-PlatA-EB-elizabeth,910GWOLWXR,elizabeth,,,,,,,,False,,FALSE,,
910GWOLWXR-PlatB-WB-elizabeth,910GWOLWXR,elizabeth,,,,,,,,False,,FALSE,,
940GZZALGWP-NB-london-cable-car,940GZZALGWP,london-cable-car,,0,85,,0,50,,False,,False,,
940GZZALRDK-SB-london-cable-car,940GZZALRDK,london-cable-car,,0,85,,0,50,,False,,False,,
940GZZCRADD-EB-tram,940GZZCRADD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRADD-WB-tram,940GZZCRADD,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRADV-EB-tram,940GZZCRADV,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRADV-WB-tram,940GZZCRADV,tram,,0,85,,0,50,,TRUE,,FALSE,,
940GZZCRAMP-EB-tram,940GZZCRAMP,tram,,0,85,,0,50,,False,,False,,
940GZZCRAMP-WB-tram,940GZZCRAMP,tram,,0,85,,0,50,,False,,False,,
940GZZCRARA-EB-tram,940GZZCRARA,tram,,0,85,,0,50,,False,,False,,
940GZZCRARA-WB-tram,940GZZCRARA,tram,,0,85,,0,50,,False,,False,,
940GZZCRAVE-EB-tram,940GZZCRAVE,tram,,0,85,,0,50,,False,,False,,
