pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional
910GSTPADOM-Plat03-NB-national-rail-HUBKGX-1001276-RPL-2-same_level,910GSTPADOM-Plat03-NB-national-rail,HUBKGX-1001276-RPL-2,1,1
910GSTPADOM-Plat04-NB-national-rail-HUBKGX-1001276-RPL-2-same_level,910GSTPADOM-Plat04-NB-national-rail,HUBKGX-1001276-RPL-2,1,1
910GSTPADOM-Plat11-EB-national-rail-HUBKGX-1001276-RPL-D-8-same_level,910GSTPADOM-Plat11-EB-national-rail,HUBKGX-1001276-RPL-D-8,1,1
910GSTPADOM-Plat12-EB-national-rail-HUBKGX-1001276-RPL-D-8-same_level,910GSTPADOM-Plat12-EB-national-rail,HUBKGX-1001276-RPL-D-8,1,1
910GSTPADOM-Plat13-EB-national-rail-HUBKGX-1001276-RPL-D-8-same_level,910GSTPADOM-Plat13-EB-national-rail,HUBKGX-1001276-RPL-D-8,1,1
910GSTRETHM-1001279-Bus-1-910GSTRETHM-1001279-EntM-5-ramp,910GSTRETHM-1001279-Bus-1,910GSTRETHM-1001279-EntM-5,1,1
910GSTRETHM-1001279-EntF-6-910GSTRETHM-1001279-RPL S-2-same_level,910GSTRETHM-1001279-EntF-6,910GSTRETHM-1001279-RPL S-2,1,1
910GSTRETHM-Outside-910GSTRETHM-Plat01-SB-thameslink-same_level,910GSTRETHM-Outside,910GSTRETHM-Plat01-SB-thameslink,1,1
910GSTRETHM-Plat01-SB-thameslink-910GSTRETHM-1001279-RPL S-2-same_level,910GSTRETHM-Plat01-SB-thameslink,910GSTRETHM-1001279-RPL S-2,1,1
910GSURREYQ-1000229-A-LOW-4-910GSURREYQ-1000229-BusAO-1-ramp,910GSURREYQ-1000229-A-LOW-4,910GSURREYQ-1000229-BusAO-1,1,1
910GSURREYQ-1000229-A-LOW-4-910GSURREYQ-1000229-BusL-7-same_level,910GSURREYQ-1000229-A-LOW-4,910GSURREYQ-1000229-BusL-7,1,1
910GSURREYQ-1000229-A-LOW-4-910GSURREYQ-1000229-RLY-6-same_level,910GSURREYQ-1000229-A-LOW-4,910GSURREYQ-1000229-RLY-6,1,1
910GSURREYQ-1000229-A-ROT-5-910GSURREYQ-1000229-BusAO-1-same_level,910GSURREYQ-1000229-A-ROT-5,910GSURREYQ-1000229-BusAO-1,1,1
910GSURREYQ-1000229-A-ROT-5-910GSURREYQ-1000229-BusL-7-ramp,910GSURREYQ-1000229-A-ROT-5,910GSURREYQ-1000229-BusL-7,1,1
910GSURREYQ-1000229-BusAO-1-910GSURREYQ-1000229-BusL-7-ramp,910GSURREYQ-1000229-BusAO-1,910GSURREYQ-1000229-BusL-7,1,1
910GSUTTON-1001286-Bus H-1-910GSUTTON-1001286-Bus Q-5-same_level,910GSUTTON-1001286-Bus H-1,910GSUTTON-1001286-Bus Q-5,1,1
910GSUTTON-1001286-Bus H-1-910GSUTTON-1001286-EntH-8-ramp,910GSUTTON-1001286-Bus H-1,910GSUTTON-1001286-EntH-8,1,1
910GSUTTON-1001286-Bus H-1-910GSUTTON-1001286-EntM-7-ramp,910GSUTTON-1001286-Bus H-1,910GSUTTON-1001286-EntM-7,1,1
910GSUTTON-1001286-Bus H-1-910GSUTTON-1001286-EntQ-6-ramp,910GSUTTON-1001286-Bus H-1,910GSUTTON-1001286-EntQ-6,1,1
910GSUTTON-1001286-Bus Q-5-910GSUTTON-1001286-EntH-8-ramp,910GSUTTON-1001286-Bus Q-5,910GSUTTON-1001286-EntH-8,1,1
910GSUTTON-1001286-Bus Q-5-910GSUTTON-1001286-EntM-7-ramp,910GSUTTON-1001286-Bus Q-5,910GSUTTON-1001286-EntM-7,1,1
910GSUTTON-1001286-EntH-8-910GSUTTON-1001286-EntM-7-same_level,910GSUTTON-1001286-EntH-8,910GSUTTON-1001286-EntM-7,1,1
910GSUTTON-1001286-EntH-8-910GSUTTON-1001286-FBdg-9-same_level,910GSUTTON-1001286-EntH-8,910GSUTTON-1001286-FBdg-9,1,1
910GSUTTON-1001286-EntM-7-910GSUTTON-1001286-FBdg-9-same_level,910GSUTTON-1001286-EntM-7,910GSUTTON-1001286-FBdg-9,1,1
910GSUTTON-1001286-EntQ-6-910GSUTTON-1001286-RPL-S-4-ramp,910GSUTTON-1001286-EntQ-6,910GSUTTON-1001286-RPL-S-4,1,1
910GSUTTON-1001286-RPL-N-11-910GSUTTON-1001286-RPL-W-2-same_level,910GSUTTON-1001286-RPL-N-11,910GSUTTON-1001286-RPL-W-2,1,1
910GSUTTONC-1019461-Bus-1-910GSUTTONC-1019461-Entr-3-same_level,910GSUTTONC-1019461-Bus-1,910GSUTTONC-1019461-Entr-3,1,1
910GSUTTON-Outside-910GSUTTON-Plat01-EB-thameslink-same_level,910GSUTTON-Outside,910GSUTTON-Plat01-EB-thameslink,1,1
910GSUTTON-Outside-910GSUTTON-Plat02-WB-thameslink-same_level,910GSUTTON-Outside,910GSUTTON-Plat02-WB-thameslink,1,1
910GSVNKNGS-1001246-Bus-1-910GSVNKNGS-1001246-EntS-3-same_level,910GSVNKNGS-1001246-Bus-1,910GSVNKNGS-1001246-EntS-3,1,1
910GSVNKNGS-1001246-EntC-8-910GSVNKNGS-Outside-same_level,910GSVNKNGS-1001246-EntC-8,910GSVNKNGS-Outside,1,1
910GSVNKNGS-1001246-EntS-3-910GSVNKNGS-1001246-FBdg-7-same_level,910GSVNKNGS-1001246-EntS-3,910GSVNKNGS-1001246-FBdg-7,1,1
910GSVNKNGS-1001246-EntS-3-910GSVNKNGS-Outside-same_level,910GSVNKNGS-1001246-EntS-3,910GSVNKNGS-Outside,1,1
910GSVNKNGS-1001246-FBdg-7-910GSVNKNGS-1001246-RPL1-2-lift-910GSVNKNGS-Lift-2,910GSVNKNGS-1001246-FBdg-7,910GSVNKNGS-1001246-RPL1-2,5,1
910GSVNKNGS-1001246-FBdg-7-910GSVNKNGS-1001246-RPL2-4-lift-910GSVNKNGS-Lift-1,910GSVNKNGS-1001246-FBdg-7,910GSVNKNGS-1001246-RPL2-4,5,1
910GSVNKNGS-1001246-FBdg-7-910GSVNKNGS-1001246-RPL3-5-lift-910GSVNKNGS-Lift-3,910GSVNKNGS-1001246-FBdg-7,910GSVNKNGS-1001246-RPL3-5,5,1
910GSVNKNGS-1001246-RPL1-2-910GSVNKNGS-Plat01-WB-elizabeth-same_level,910GSVNKNGS-1001246-RPL1-2,910GSVNKNGS-Plat01-WB-elizabeth,1,1
910GSVNKNGS-1001246-RPL2-4-910GSVNKNGS-Plat02-EB-elizabeth-same_level,910GSVNKNGS-1001246-RPL2-4,910GSVNKNGS-Plat02-EB-elizabeth,1,1
910GSVNKNGS-1001246-RPL2-4-910GSVNKNGS-Plat03-WB-elizabeth-same_level,910GSVNKNGS-1001246-RPL2-4,910GSVNKNGS-Plat03-WB-elizabeth,1,1
910GSVNKNGS-1001246-RPL3-5-910GSVNKNGS-Plat04-EB-elizabeth-same_level,910GSVNKNGS-1001246-RPL3-5,910GSVNKNGS-Plat04-EB-elizabeth,1,1
910GSVNKNGS-Plat02-EB-elizabeth-910GSVNKNGS-Plat03-WB-elizabeth-same_level,910GSVNKNGS-Plat02-EB-elizabeth,910GSVNKNGS-Plat03-WB-elizabeth,1,1
910GSWLY-1001801-EntT-4-910GSWLY-1001801-FBdg-6-same_level,910GSWLY-1001801-EntT-4,910GSWLY-1001801-FBdg-6,1,1
910GSWLY-1001801-FBdg-6-910GSWLY-1001801-RPL1-1-lift-910GSWLY-Lift-1,910GSWLY-1001801-FBdg-6,910GSWLY-1001801-RPL1-1,5,1
910GSWLY-1001801-FBdg-6-910GSWLY-1001801-RPL2-2-lift-910GSWLY-Lift-2,910GSWLY-1001801-FBdg-6,910GSWLY-1001801-RPL2-2,5,1
910GSWLY-Outside-910GSWLY-1001801-EntE-5-same_level,910GSWLY-Outside,910GSWLY-1001801-EntE-5,1,1
910GSWLY-Outside-910GSWLY-1001801-EntT-4-same_level,910GSWLY-Outside,910GSWLY-1001801-EntT-4,1,1
910GSWLY-Outside-910GSWLY-Plat01-NB-thameslink-same_level,910GSWLY-Outside,910GSWLY-Plat01-NB-thameslink,1,1
910GSWLY-Outside-910GSWLY-Plat02-SB-thameslink-same_level,910GSWLY-Outside,910GSWLY-Plat02-SB-thameslink,1,1
910GSWLY-Outside-910GSWLY-Plat03-NB-thameslink-same_level,910GSWLY-Outside,910GSWLY-Plat03-NB-thameslink,1,1
910GSWLY-Outside-910GSWLY-Plat04-SB-thameslink-same_level,910GSWLY-Outside,910GSWLY-Plat04-SB-thameslink,1,1
910GSWLY-Plat01-NB-thameslink-910GSWLY-1001801-RPL1-1-same_level,910GSWLY-Plat01-NB-thameslink,910GSWLY-1001801-RPL1-1,1,1
910GSWLY-Plat02-SB-thameslink-910GSWLY-1001801-RPL1-1-same_level,910GSWLY-Plat02-SB-thameslink,910GSWLY-1001801-RPL1-1,1,1
910GSWLY-Plat03-NB-thameslink-910GSWLY-1001801-RPL2-2-same_level,910GSWLY-Plat03-NB-thameslink,910GSWLY-1001801-RPL2-2,1,1
910GSWLY-Plat04-SB-thameslink-910GSWLY-1001801-RPL2-2-same_level,910GSWLY-Plat04-SB-thameslink,910GSWLY-1001801-RPL2-2,1,1
910GTAPLOW-1000960-Bus-2-910GTAPLOW-1000960-EntA-90-same_level,910GTAPLOW-1000960-Bus-2,910GTAPLOW-1000960-EntA-90,1,1
910GTAPLOW-1000960-EntA-90-910GTAPLOW-1000960-RPL3-5-same_level,910GTAPLOW-1000960-EntA-90,910GTAPLOW-1000960-RPL3-5,1,1
910GTAPLOW-1000960-EntA-90-910GTAPLOW-Outside-same_level,910GTAPLOW-1000960-EntA-90,910GTAPLOW-Outside,1,1
910GTAPLOW-1000960-EntS-91-910GTAPLOW-1000960-RPL1-1-same_level,910GTAPLOW-1000960-EntS-91,910GTAPLOW-1000960-RPL1-1,1,1
910GTAPLOW-1000960-EntS-91-910GTAPLOW-Outside-same_level,910GTAPLOW-1000960-EntS-91,910GTAPLOW-Outside,1,1
910GTAPLOW-1000960-FBdg-6-910GTAPLOW-1000960-RPL1-1-lift-910GTAPLOW-Lift-1,910GTAPLOW-1000960-FBdg-6,910GTAPLOW-1000960-RPL1-1,5,1
910GTAPLOW-1000960-FBdg-6-910GTAPLOW-1000960-RPL2-4-lift-910GTAPLOW-Lift-2,910GTAPLOW-1000960-FBdg-6,910GTAPLOW-1000960-RPL2-4,5,1
910GTAPLOW-1000960-FBdg-6-910GTAPLOW-1000960-RPL3-5-lift-910GTAPLOW-Lift-3,910GTAPLOW-1000960-FBdg-6,910GTAPLOW-1000960-RPL3-5,5,1
910GTAPLOW-1000960-RPL1-1-910GTAPLOW-Plat01-WB-elizabeth-same_level,910GTAPLOW-1000960-RPL1-1,910GTAPLOW-Plat01-WB-elizabeth,1,1
910GTAPLOW-1000960-RPL2-4-910GTAPLOW-Plat02-EB-elizabeth-same_level,910GTAPLOW-1000960-RPL2-4,910GTAPLOW-Plat02-EB-elizabeth,1,1
910GTAPLOW-1000960-RPL2-4-910GTAPLOW-Plat03-WB-elizabeth-same_level,910GTAPLOW-1000960-RPL2-4,910GTAPLOW-Plat03-WB-elizabeth,1,1
910GTAPLOW-1000960-RPL3-5-910GTAPLOW-Plat04-EB-elizabeth-same_level,910GTAPLOW-1000960-RPL3-5,910GTAPLOW-Plat04-EB-elizabeth,1,1
910GTAPLOW-Plat02-EB-elizabeth-910GTAPLOW-Plat03-WB-elizabeth-same_level,910GTAPLOW-Plat02-EB-elizabeth,910GTAPLOW-Plat03-WB-elizabeth,1,1
910GTHBLDSG-1001533-Bus-3-910GTHBLDSG-1001533-Entr-2-same_level,910GTHBLDSG-1001533-Bus-3,910GTHBLDSG-1001533-Entr-2,1,1
910GTHBLDSG-1001533-Entr-2-910GTHBLDSG-1001533-RLY-5-same_level,910GTHBLDSG-1001533-Entr-2,910GTHBLDSG-1001533-RLY-5,1,1
910GTOOTING-1001296-Bus-5-910GTOOTING-1001296-BusW-4-same_level,910GTOOTING-1001296-Bus-5,910GTOOTING-1001296-BusW-4,1,1
910GTOOTING-1001296-Bus-5-910GTOOTING-1001296-Entr-3-same_level,910GTOOTING-1001296-Bus-5,910GTOOTING-1001296-Entr-3,1,1
910GTOOTING-1001296-BusW-4-910GTOOTING-1001296-Entr-3-same_level,910GTOOTING-1001296-BusW-4,910GTOOTING-1001296-Entr-3,1,1
910GTULSEH-1001298-Bus-1-910GTULSEH-1001298-EntrS-3-same_level,910GTULSEH-1001298-Bus-1,910GTULSEH-1001298-EntrS-3,1,1
910GTULSEH-1001298-EntrS-3-910GTULSEH-1001298-TUN-70-same_level,910GTULSEH-1001298-EntrS-3,910GTULSEH-1001298-TUN-70,1,1
910GTURKYST-1001299-Bus-1-910GTURKYST-1001299-Entr-3-same_level,910GTURKYST-1001299-Bus-1,910GTURKYST-1001299-Entr-3,1,1
910GTURKYST-1001299-Bus-1-910GTURKYST-1001299-HRB-6-same_level,910GTURKYST-1001299-Bus-1,910GTURKYST-1001299-HRB-6,1,1
910GTURKYST-1001299-Entr-3-910GTURKYST-1001299-HRB-6-same_level,910GTURKYST-1001299-Entr-3,910GTURKYST-1001299-HRB-6,1,1
910GTURKYST-1001299-Entr-3-910GTURKYST-1001299-RLY-5-same_level,910GTURKYST-1001299-Entr-3,910GTURKYST-1001299-RLY-5,1,1
910GTWYFORD-1000969-Bdg-5-910GTWYFORD-1000969-EntHB-90-lift-910GTWYFORD-Lift-4,910GTWYFORD-1000969-Bdg-5,910GTWYFORD-1000969-EntHB-90,5,1
910GTWYFORD-1000969-Bdg-5-910GTWYFORD-1000969-RPL2-2-lift-910GTWYFORD-Lift-2,910GTWYFORD-1000969-Bdg-5,910GTWYFORD-1000969-RPL2-2,5,1
910GTWYFORD-1000969-Bdg-5-910GTWYFORD-1000969-RPL3-3-lift-910GTWYFORD-Lift-3,910GTWYFORD-1000969-Bdg-5,910GTWYFORD-1000969-RPL3-3,5,1
910GTWYFORD-1000969-EntHB-90-910GTWYFORD-1000969-EntP1-91-same_level,910GTWYFORD-1000969-EntHB-90,910GTWYFORD-1000969-EntP1-91,1,1
910GTWYFORD-1000969-EntP1-91-910GTWYFORD-1000969-RPL1-1-same_level,910GTWYFORD-1000969-EntP1-91,910GTWYFORD-1000969-RPL1-1,1,1
910GTWYFORD-1000969-EntP5-93-910GTWYFORD-1000969-EntSB-92-same_level,910GTWYFORD-1000969-EntP5-93,910GTWYFORD-1000969-EntSB-92,1,1
910GTWYFORD-1000969-EntP5-93-910GTWYFORD-1000969-RPL3-3-same_level,910GTWYFORD-1000969-EntP5-93,910GTWYFORD-1000969-RPL3-3,1,1
910GTWYFORD-1000969-RPL1-1-910GTWYFORD-Plat01-WB-elizabeth-same_level,910GTWYFORD-1000969-RPL1-1,910GTWYFORD-Plat01-WB-elizabeth,1,1
910GTWYFORD-1000969-RPL2-2-910GTWYFORD-Plat02-EB-elizabeth-same_level,910GTWYFORD-1000969-RPL2-2,910GTWYFORD-Plat02-EB-elizabeth,1,1
910GTWYFORD-1000969-RPL2-2-910GTWYFORD-Plat03-WB-elizabeth-same_level,910GTWYFORD-1000969-RPL2-2,910GTWYFORD-Plat03-WB-elizabeth,1,1
910GTWYFORD-1000969-RPL3-3-910GTWYFORD-Plat04-EB-elizabeth-same_level,910GTWYFORD-1000969-RPL3-3,910GTWYFORD-Plat04-EB-elizabeth,1,1
910GTWYFORD-Outside-910GTWYFORD-1000969-EntHB-90-same_level,910GTWYFORD-Outside,910GTWYFORD-1000969-EntHB-90,1,1
910GTWYFORD-Outside-910GTWYFORD-1000969-EntSB-92-same_level,910GTWYFORD-Outside,910GTWYFORD-1000969-EntSB-92,1,1
910GTWYFORD-Plat02-EB-elizabeth-910GTWYFORD-Plat03-WB-elizabeth-same_level,910GTWYFORD-Plat02-EB-elizabeth,910GTWYFORD-Plat03-WB-elizabeth,1,1
910GUPRHLWY-1001302-Bus-1-910GUPRHLWY-1001302-EntrE-3-same_level,910GUPRHLWY-1001302-Bus-1,910GUPRHLWY-1001302-EntrE-3,1,1
910GUPRHLWY-1001302-Bus-1-910GUPRHLWY-1001302-EntrW-5-same_level,910GUPRHLWY-1001302-Bus-1,910GUPRHLWY-1001302-EntrW-5,1,1
910GUPRHLWY-1001302-EntrE-3-910GUPRHLWY-1001302-RPL-E-2-ramp,910GUPRHLWY-1001302-EntrE-3,910GUPRHLWY-1001302-RPL-E-2,1,1
910GUPRHLWY-1001302-EntrW-5-910GUPRHLWY-1001302-RPL-W-4-ramp,910GUPRHLWY-1001302-EntrW-5,910GUPRHLWY-1001302-RPL-W-4,1,1
910GUPRHLWY-1001302-RPL-E-2-910GUPRHLWY-1001302-RPL-W-4-same_level,910GUPRHLWY-1001302-RPL-E-2,910GUPRHLWY-1001302-RPL-W-4,1,1
910GUPRHLWY-Outside-910GUPRHLWY-Plat01-WB-london-overground-same_level,910GUPRHLWY-Outside,910GUPRHLWY-Plat01-WB-london-overground,1,1
910GUPRHLWY-Outside-910GUPRHLWY-Plat02-EB-london-overground-same_level,910GUPRHLWY-Outside,910GUPRHLWY-Plat02-EB-london-overground,1,1
910GWAPPING-1000251-A-WAP-4-910GWAPPING-1000251-Bus-1-same_level,910GWAPPING-1000251-A-WAP-4,910GWAPPING-1000251-Bus-1,1,1
910GWAPPING-1000251-A-WAP-4-910GWAPPING-1000251-RLY-5-same_level,910GWAPPING-1000251-A-WAP-4,910GWAPPING-1000251-RLY-5,1,1
910GWCOMBEP-1001323-Bus-1-910GWCOMBEP-1001323-EntS-5-same_level,910GWCOMBEP-1001323-Bus-1,910GWCOMBEP-1001323-EntS-5,1,1
910GWCOMBEP-1001323-EntH-6-910GWCOMBEP-1001323-RPL E-3-same_level,910GWCOMBEP-1001323-EntH-6,910GWCOMBEP-1001323-RPL E-3,1,1
910GWCOMBEP-1001323-EntS-5-910GWCOMBEP-1001323-RPL W-2-same_level,910GWCOMBEP-1001323-EntS-5,910GWCOMBEP-1001323-RPL W-2,1,1
910GWCOMBEP-Outside-910GWCOMBEP-Plat01-WB-thameslink-same_level,910GWCOMBEP-Outside,910GWCOMBEP-Plat01-WB-thameslink,1,1
910GWCOMBEP-Outside-910GWCOMBEP-Plat02-EB-thameslink-same_level,910GWCOMBEP-Outside,910GWCOMBEP-Plat02-EB-thameslink,1,1
910GWDGRNPK-1001341-Bus-1-910GWDGRNPK-1001341-ROMFO-3-same_level,910GWDGRNPK-1001341-Bus-1,910GWDGRNPK-1001341-ROMFO-3,1,1
910GWDGRNPK-1001341-RLY-5-910GWDGRNPK-1001341-ROMFO-3-same_level,910GWDGRNPK-1001341-RLY-5,910GWDGRNPK-1001341-ROMFO-3,1,1
910GWDRYTON-1001325-Bus-1-910GWDRYTON-1001325-STATI-3-same_level,910GWDRYTON-1001325-Bus-1,910GWDRYTON-1001325-STATI-3,1,1
910GWDRYTON-1001325-FB-5-910GWDRYTON-1001325-RPL2-8-lift-910GWDRYTON-Lift-B,910GWDRYTON-1001325-FB-5,910GWDRYTON-1001325-RPL2-8,5,1
910GWDRYTON-1001325-FB-5-910GWDRYTON-1001325-RPL3-9-lift-910GWDRYTON-Lift-C,910GWDRYTON-1001325-FB-5,910GWDRYTON-1001325-RPL3-9,5,1
910GWDRYTON-1001325-RPL2-8-910GWDRYTON-Plat02-EB-elizabeth-same_level,910GWDRYTON-1001325-RPL2-8,910GWDRYTON-Plat02-EB-elizabeth,1,1
910GWDRYTON-1001325-RPL2-8-910GWDRYTON-Plat03-WB-elizabeth-same_level,910GWDRYTON-1001325-RPL2-8,910GWDRYTON-Plat03-WB-elizabeth,1,1
910GWDRYTON-1001325-RPL3-9-910GWDRYTON-Plat04-EB-elizabeth-same_level,910GWDRYTON-1001325-RPL3-9,910GWDRYTON-Plat04-EB-elizabeth,1,1
910GWDRYTON-1001325-RPL3-9-910GWDRYTON-Plat05-EB-elizabeth-same_level,910GWDRYTON-1001325-RPL3-9,910GWDRYTON-Plat05-EB-elizabeth,1,1
910GWDRYTON-1001325-STATI-3-910GWDRYTON-1001325-TH-7-same_level,910GWDRYTON-1001325-STATI-3,910GWDRYTON-1001325-TH-7,1,1
910GWDRYTON-1001325-STATI-3-910GWDRYTON-Outside-same_level,910GWDRYTON-1001325-STATI-3,910GWDRYTON-Outside,1,1
910GWDRYTON-1001325-SUB-6-910GWDRYTON-1001325-RPL1-2-lift-910GWDRYTON-Lift-A,910GWDRYTON-1001325-SUB-6,910GWDRYTON-1001325-RPL1-2,5,1
910GWDRYTON-1001325-SUB-6-910GWDRYTON-1001325-TH-7-lift-910GWDRYTON-Lift-E,910GWDRYTON-1001325-SUB-6,910GWDRYTON-1001325-TH-7,5,1
910GWDRYTON-1001325-SUB-6-910GWDRYTON-1001325-WARW-4-ramp,910GWDRYTON-1001325-SUB-6,910GWDRYTON-1001325-WARW-4,1,1
910GWDRYTON-1001325-TH-7-910GWDRYTON-1001325-FB-5-lift-910GWDRYTON-Lift-D,910GWDRYTON-1001325-TH-7,910GWDRYTON-1001325-FB-5,5,1
910GWDRYTON-Outside-910GWDRYTON-1001325-WARW-4-same_level,910GWDRYTON-Outside,910GWDRYTON-1001325-WARW-4,1,1
910GWDRYTON-Plat01-WB-elizabeth-910GWDRYTON-1001325-RPL1-2-same_level,910GWDRYTON-Plat01-WB-elizabeth,910GWDRYTON-1001325-RPL1-2,1,1
910GWDST-1001343-Bus-1-910GWDST-1001343-Entr-3-same_level,910GWDST-1001343-Bus-1,910GWDST-1001343-Entr-3,1,1
910GWDST-1001343-Entr-3-910GWDST-1001343-RLY-5-same_level,910GWDST-1001343-Entr-3,910GWDST-1001343-RLY-5,1,1
910GWEALING-1001327-Bus-1-910GWEALING-1001327-DRAYT-3-same_level,910GWEALING-1001327-Bus-1,910GWEALING-1001327-DRAYT-3,1,1
910GWEALING-1001327-DRAYT-3-910GWEALING-1001327-RPL1-2-lift-910GWEALING-Lift-1,910GWEALING-1001327-DRAYT-3,910GWEALING-1001327-RPL1-2,5,1
910GWEALING-1001327-DRAYT-3-910GWEALING-1001327-RPL2-4-lift-910GWEALING-Lift-2,910GWEALING-1001327-DRAYT-3,910GWEALING-1001327-RPL2-4,5,1
910GWEALING-1001327-DRAYT-3-910GWEALING-Outside-same_level,910GWEALING-1001327-DRAYT-3,910GWEALING-Outside,1,1
910GWEALING-1001327-RPL1-2-910GWEALING-Plat03-WB-elizabeth-same_level,910GWEALING-1001327-RPL1-2,910GWEALING-Plat03-WB-elizabeth,1,1
910GWEALING-1001327-RPL2-4-910GWEALING-Plat04-EB-elizabeth-same_level,910GWEALING-1001327-RPL2-4,910GWEALING-Plat04-EB-elizabeth,1,1
910GWHHRTLA-1001335-Bus-1-910GWHHRTLA-1001335-BusS-4-same_level,910GWHHRTLA-1001335-Bus-1,910GWHHRTLA-1001335-BusS-4,1,1
910GWHHRTLA-1001335-Bus-1-910GWHHRTLA-1001335-Entr-3-same_level,910GWHHRTLA-1001335-Bus-1,910GWHHRTLA-1001335-Entr-3,1,1
910GWHHRTLA-1001335-BusS-4-910GWHHRTLA-1001335-Entr-3-same_level,910GWHHRTLA-1001335-BusS-4,910GWHHRTLA-1001335-Entr-3,1,1
910GWHHRTLA-1001335-Entr-3-910GWHHRTLA-1001335-RLY-6-same_level,910GWHHRTLA-1001335-Entr-3,910GWHHRTLA-1001335-RLY-6,1,1
910GWHHRTLA-1001335-RLY-6-910GWHHRTLA-1001335-RPL-N-2-lift-910GWHHRTLA-Lift-2,910GWHHRTLA-1001335-RLY-6,910GWHHRTLA-1001335-RPL-N-2,5,1
910GWHHRTLA-1001335-RLY-6-910GWHHRTLA-1001335-RPL-S-5-lift-910GWHHRTLA-Lift-1,910GWHHRTLA-1001335-RLY-6,910GWHHRTLA-1001335-RPL-S-5,5,1
910GWHHRTLA-1001335-RLY-6-910GWHHRTLA-Outside-same_level,910GWHHRTLA-1001335-RLY-6,910GWHHRTLA-Outside,1,1
910GWHHRTLA-1001335-RPL-N-2-910GWHHRTLA-Plat02-NB-london-overground-same_level,910GWHHRTLA-1001335-RPL-N-2,910GWHHRTLA-Plat02-NB-london-overground,1,1
910GWHHRTLA-1001335-RPL-S-5-910GWHHRTLA-Plat01-SB-london-overground-same_level,910GWHHRTLA-1001335-RPL-S-5,910GWHHRTLA-Plat01-SB-london-overground,1,1
910GWHMDSTD-1000321-ENTBR-6-910GWHMDSTD-1000321-RPL-E-5-lift-910GWHMDSTD-Lift-2,910GWHMDSTD-1000321-ENTBR-6,910GWHMDSTD-1000321-RPL-E-5,5,1
910GWHMDSTD-1000321-ENTBR-6-910GWHMDSTD-1000321-RPL-W-2-lift-910GWHMDSTD-Lift-1,910GWHMDSTD-1000321-ENTBR-6,910GWHMDSTD-1000321-RPL-W-2,5,1
910GWHMDSTD-1000321-ENTBR-6-910GWHMDSTD-Outside-same_level,910GWHMDSTD-1000321-ENTBR-6,910GWHMDSTD-Outside,1,1
910GWHMDSTD-1000321-RPL-E-5-910GWHMDSTD-Plat02-WB-london-overground-same_level,910GWHMDSTD-1000321-RPL-E-5,910GWHMDSTD-Plat02-WB-london-overground,1,1
910GWHMDSTD-1000321-RPL-W-2-910GWHMDSTD-Plat01-EB-london-overground-same_level,910GWHMDSTD-1000321-RPL-W-2,910GWHMDSTD-Plat01-EB-london-overground,1,1
910GWHMPSTM-1001330-Bus-3-910GWHMPSTM-1001330-EntB-2-same_level,910GWHMPSTM-1001330-Bus-3,910GWHMPSTM-1001330-EntB-2,1,1
910GWHMPSTM-1001330-Bus-3-910GWHMPSTM-1001330-EntI-6-same_level,910GWHMPSTM-1001330-Bus-3,910GWHMPSTM-1001330-EntI-6,1,1
910GWHMPSTM-1001330-EntB-2-910GWHMPSTM-1001330-FB B-8-same_level,910GWHMPSTM-1001330-EntB-2,910GWHMPSTM-1001330-FB B-8,1,1
910GWHMPSTM-1001330-EntI-6-910GWHMPSTM-1001330-FB I-9-same_level,910GWHMPSTM-1001330-EntI-6,910GWHMPSTM-1001330-FB I-9,1,1
910GWHMPSTM-1001330-EntW-7-910GWHMPSTM-1001330-FB I-9-same_level,910GWHMPSTM-1001330-EntW-7,910GWHMPSTM-1001330-FB I-9,1,1
910GWHMPSTM-1001330-FB I-9-910GWHMPSTM-1001330-RPL1-1-lift-910GWHMPSTM-Lift-1,910GWHMPSTM-1001330-FB I-9,910GWHMPSTM-1001330-RPL1-1,5,1
910GWHMPSTM-1001330-FB I-9-910GWHMPSTM-1001330-RPL2-4-lift-910GWHMPSTM-Lift-2,910GWHMPSTM-1001330-FB I-9,910GWHMPSTM-1001330-RPL2-4,5,1
910GWHMPSTM-1001330-FB I-9-910GWHMPSTM-1001330-RPL3-5-lift-910GWHMPSTM-Lift-3,910GWHMPSTM-1001330-FB I-9,910GWHMPSTM-1001330-RPL3-5,5,1
910GWHMPSTM-1001330-RPL1-1-910GWHMPSTM-Plat01-SB-thameslink-same_level,910GWHMPSTM-1001330-RPL1-1,910GWHMPSTM-Plat01-SB-thameslink,1,1
910GWHMPSTM-1001330-RPL2-4-910GWHMPSTM-Plat02-NB-thameslink-same_level,910GWHMPSTM-1001330-RPL2-4,910GWHMPSTM-Plat02-NB-thameslink,1,1
910GWHMPSTM-1001330-RPL2-4-910GWHMPSTM-Plat03-SB-thameslink-same_level,910GWHMPSTM-1001330-RPL2-4,910GWHMPSTM-Plat03-SB-thameslink,1,1
910GWHMPSTM-1001330-RPL3-5-910GWHMPSTM-Plat04-NB-thameslink-same_level,910GWHMPSTM-1001330-RPL3-5,910GWHMPSTM-Plat04-NB-thameslink,1,1
910GWHMPSTM-Outside-910GWHMPSTM-1001330-EntI-6-same_level,910GWHMPSTM-Outside,910GWHMPSTM-1001330-EntI-6,1,1
