pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional
940GZZLUFYC-1000081-A-BAL-5-940GZZLUFYC-1000081-BNS-8-same_level,940GZZLUFYC-1000081-A-BAL-5,940GZZLUFYC-1000081-BNS-8,1,1
940GZZLUFYC-1000081-A-BAL-5-940GZZLUFYC-1000081-BookH-7-same_level,940GZZLUFYC-1000081-A-BAL-5,940GZZLUFYC-1000081-BookH-7,1,1
940GZZLUFYC-1000081-A-BAL-5-940GZZLUFYC-1000081-Bus-3-same_level,940GZZLUFYC-1000081-A-BAL-5,940GZZLUFYC-1000081-Bus-3,1,1
940GZZLUFYC-1000081-BNS-8-940GZZLUFYC-1000081-B-STA-6-same_level,940GZZLUFYC-1000081-BNS-8,940GZZLUFYC-1000081-B-STA-6,1,1
940GZZLUFYC-1000081-BNS-8-940GZZLUFYC-1000081-Bus-3-same_level,940GZZLUFYC-1000081-BNS-8,940GZZLUFYC-1000081-Bus-3,1,1
940GZZLUFYC-1000081-BookH-7-940GZZLUFYC-1000081-B-STA-6-same_level,940GZZLUFYC-1000081-BookH-7,940GZZLUFYC-1000081-B-STA-6,1,1
940GZZLUFYC-1000081-BookH-7-940GZZLUFYC-1000081-NorNB-2-lift-940GZZLUFYC-Lift-2,940GZZLUFYC-1000081-BookH-7,940GZZLUFYC-1000081-NorNB-2,5,1
940GZZLUFYC-1000081-BookH-7-940GZZLUFYC-1000081-NorSB-1-lift-940GZZLUFYC-Lift-1,940GZZLUFYC-1000081-BookH-7,940GZZLUFYC-1000081-NorSB-1,5,1
940GZZLUFYC-1000081-BookH-7-940GZZLUFYC-Outside-same_level,940GZZLUFYC-1000081-BookH-7,940GZZLUFYC-Outside,1,1
940GZZLUFYC-1000081-B-STA-6-940GZZLUFYC-1000081-Bus-3-same_level,940GZZLUFYC-1000081-B-STA-6,940GZZLUFYC-1000081-Bus-3,1,1
940GZZLUFYC-1000081-NorNB-2-940GZZLUFYC-Plat01-NB-northern-same_level,940GZZLUFYC-1000081-NorNB-2,940GZZLUFYC-Plat01-NB-northern,1,1
940GZZLUFYC-1000081-NorNB-2-940GZZLUFYC-Plat02-NB-northern-same_level,940GZZLUFYC-1000081-NorNB-2,940GZZLUFYC-Plat02-NB-northern,1,1
940GZZLUFYC-1000081-NorSB-1-940GZZLUFYC-Plat03-SB-northern-same_level,940GZZLUFYC-1000081-NorSB-1,940GZZLUFYC-Plat03-SB-northern,1,1
940GZZLUFYC-Plat01-NB-northern-940GZZLUFYC-Plat02-NB-northern-same_level,940GZZLUFYC-Plat01-NB-northern,940GZZLUFYC-Plat02-NB-northern,1,1
940GZZLUFYR-1000082-BCQ-10-940GZZLUFYR-1000082-BUSCH-14-same_level,940GZZLUFYR-1000082-BCQ-10,940GZZLUFYR-1000082-BUSCH-14,1,1
940GZZLUFYR-1000082-BCQ-10-940GZZLUFYR-1000082-BUSFP-13-same_level,940GZZLUFYR-1000082-BCQ-10,940GZZLUFYR-1000082-BUSFP-13,1,1
940GZZLUFYR-1000082-BCQ-10-940GZZLUFYR-1000082-BusRT-8-same_level,940GZZLUFYR-1000082-BCQ-10,940GZZLUFYR-1000082-BusRT-8,1,1
940GZZLUFYR-1000082-BCQ-10-940GZZLUFYR-1000082-BusSU-1-same_level,940GZZLUFYR-1000082-BCQ-10,940GZZLUFYR-1000082-BusSU-1,1,1
940GZZLUFYR-1000082-BCQ-10-940GZZLUFYR-1000082-FINCH-6-same_level,940GZZLUFYR-1000082-BCQ-10,940GZZLUFYR-1000082-FINCH-6,1,1
940GZZLUFYR-1000082-BookH-7-940GZZLUFYR-1000082-FINCH-6-same_level,940GZZLUFYR-1000082-BookH-7,940GZZLUFYR-1000082-FINCH-6,1,1
940GZZLUFYR-1000082-BUSCH-14-940GZZLUFYR-1000082-BUSFP-13-same_level,940GZZLUFYR-1000082-BUSCH-14,940GZZLUFYR-1000082-BUSFP-13,1,1
940GZZLUFYR-1000082-BUSCH-14-940GZZLUFYR-1000082-BusRT-8-same_level,940GZZLUFYR-1000082-BUSCH-14,940GZZLUFYR-1000082-BusRT-8,1,1
940GZZLUFYR-1000082-BUSCH-14-940GZZLUFYR-1000082-BusSU-1-same_level,940GZZLUFYR-1000082-BUSCH-14,940GZZLUFYR-1000082-BusSU-1,1,1
940GZZLUFYR-1000082-BUSCH-14-940GZZLUFYR-1000082-FINCH-6-same_level,940GZZLUFYR-1000082-BUSCH-14,940GZZLUFYR-1000082-FINCH-6,1,1
940GZZLUFYR-1000082-BUSFP-13-940GZZLUFYR-1000082-BusRT-8-same_level,940GZZLUFYR-1000082-BUSFP-13,940GZZLUFYR-1000082-BusRT-8,1,1
940GZZLUFYR-1000082-BUSFP-13-940GZZLUFYR-1000082-BusSU-1-same_level,940GZZLUFYR-1000082-BUSFP-13,940GZZLUFYR-1000082-BusSU-1,1,1
940GZZLUFYR-1000082-BUSFP-13-940GZZLUFYR-1000082-FINCH-6-same_level,940GZZLUFYR-1000082-BUSFP-13,940GZZLUFYR-1000082-FINCH-6,1,1
940GZZLUFYR-1000082-BusRT-8-940GZZLUFYR-1000082-BusSU-1-same_level,940GZZLUFYR-1000082-BusRT-8,940GZZLUFYR-1000082-BusSU-1,1,1
940GZZLUFYR-1000082-BusRT-8-940GZZLUFYR-1000082-FINCH-6-same_level,940GZZLUFYR-1000082-BusRT-8,940GZZLUFYR-1000082-FINCH-6,1,1
940GZZLUFYR-1000082-BusSU-1-940GZZLUFYR-1000082-FINCH-6-same_level,940GZZLUFYR-1000082-BusSU-1,940GZZLUFYR-1000082-FINCH-6,1,1
940GZZLUFYR-1000082-JubNB-2-940GZZLUFYR-1000082-MetWB-4-same_level,940GZZLUFYR-1000082-JubNB-2,940GZZLUFYR-1000082-MetWB-4,1,1
940GZZLUFYR-1000082-JubSB-3-940GZZLUFYR-1000082-MetEB-5-same_level,940GZZLUFYR-1000082-JubSB-3,940GZZLUFYR-1000082-MetEB-5,1,1
940GZZLUFYR-Plat01-NB-metropolitan-940GZZLUFYR-Plat02-NB-jubilee-same_level,940GZZLUFYR-Plat01-NB-metropolitan,940GZZLUFYR-Plat02-NB-jubilee,1,1
940GZZLUFYR-Plat03-SB-jubilee-940GZZLUFYR-Plat04-SB-metropolitan-same_level,940GZZLUFYR-Plat03-SB-jubilee,940GZZLUFYR-Plat04-SB-metropolitan,1,1
940GZZLUGDG-1000089-A-TOT-2-940GZZLUGDG-1000089-BookH-4-same_level,940GZZLUGDG-1000089-A-TOT-2,940GZZLUGDG-1000089-BookH-4,1,1
940GZZLUGDG-1000089-A-TOT-2-940GZZLUGDG-1000089-Bus-1-same_level,940GZZLUGDG-1000089-A-TOT-2,940GZZLUGDG-1000089-Bus-1,1,1
940GZZLUGGH-1000090-A-MAN-2-940GZZLUGGH-1000090-BookH-4-same_level,940GZZLUGGH-1000090-A-MAN-2,940GZZLUGGH-1000090-BookH-4,1,1
940GZZLUGGN-1000087-A-NOR-3-940GZZLUGGN-1000087-BookH-5-same_level,940GZZLUGGN-1000087-A-NOR-3,940GZZLUGGN-1000087-BookH-5,1,1
940GZZLUGGN-1000087-A-NOR-3-940GZZLUGGN-1000087-Bus-4-same_level,940GZZLUGGN-1000087-A-NOR-3,940GZZLUGGN-1000087-Bus-4,1,1
940GZZLUGGN-1000087-A-NOR-3-940GZZLUGGN-1000087-BusAJ-6-same_level,940GZZLUGGN-1000087-A-NOR-3,940GZZLUGGN-1000087-BusAJ-6,1,1
940GZZLUGGN-1000087-BookH-5-940GZZLUGGN-1000087-C-FIN-7-same_level,940GZZLUGGN-1000087-BookH-5,940GZZLUGGN-1000087-C-FIN-7,1,1
940GZZLUGGN-1000087-BookH-5-940GZZLUGGN-1000087-PLT1-1-lift-940GZZLUGGN-Lift-1,940GZZLUGGN-1000087-BookH-5,940GZZLUGGN-1000087-PLT1-1,5,1
940GZZLUGGN-1000087-BookH-5-940GZZLUGGN-1000087-PLT2-2-lift-940GZZLUGGN-Lift-2,940GZZLUGGN-1000087-BookH-5,940GZZLUGGN-1000087-PLT2-2,5,1
940GZZLUGGN-1000087-BookH-5-940GZZLUGGN-Outside-same_level,940GZZLUGGN-1000087-BookH-5,940GZZLUGGN-Outside,1,1
940GZZLUGGN-1000087-Bus-4-940GZZLUGGN-1000087-BusAJ-6-same_level,940GZZLUGGN-1000087-Bus-4,940GZZLUGGN-1000087-BusAJ-6,1,1
940GZZLUGGN-1000087-PLT1-1-940GZZLUGGN-Plat01-NB-northern-same_level,940GZZLUGGN-1000087-PLT1-1,940GZZLUGGN-Plat01-NB-northern,1,1
940GZZLUGGN-1000087-PLT1-1-940GZZLUGGN-Plat02-NB-northern-same_level,940GZZLUGGN-1000087-PLT1-1,940GZZLUGGN-Plat02-NB-northern,1,1
940GZZLUGGN-1000087-PLT1-1-940GZZLUGGN-Plat03-NB-northern-same_level,940GZZLUGGN-1000087-PLT1-1,940GZZLUGGN-Plat03-NB-northern,1,1
940GZZLUGGN-1000087-PLT2-2-940GZZLUGGN-Plat04-SB-northern-same_level,940GZZLUGGN-1000087-PLT2-2,940GZZLUGGN-Plat04-SB-northern,1,1
940GZZLUGGN-1000087-PLT2-2-940GZZLUGGN-Plat05-SB-northern-same_level,940GZZLUGGN-1000087-PLT2-2,940GZZLUGGN-Plat05-SB-northern,1,1
940GZZLUGGN-Plat01-NB-northern-940GZZLUGGN-Plat02-NB-northern-same_level,940GZZLUGGN-Plat01-NB-northern,940GZZLUGGN-Plat02-NB-northern,1,1
940GZZLUGGN-Plat01-NB-northern-940GZZLUGGN-Plat03-NB-northern-same_level,940GZZLUGGN-Plat01-NB-northern,940GZZLUGGN-Plat03-NB-northern,1,1
940GZZLUGGN-Plat02-NB-northern-940GZZLUGGN-Plat03-NB-northern-same_level,940GZZLUGGN-Plat02-NB-northern,940GZZLUGGN-Plat03-NB-northern,1,1
940GZZLUGGN-Plat04-SB-northern-940GZZLUGGN-Plat05-SB-northern-same_level,940GZZLUGGN-Plat04-SB-northern,940GZZLUGGN-Plat05-SB-northern,1,1
940GZZLUGHK-1000088-A-WEL-5-940GZZLUGHK-1000088-BookH-6-same_level,940GZZLUGHK-1000088-A-WEL-5,940GZZLUGHK-1000088-BookH-6,1,1
940GZZLUGHK-1000088-A-WEL-5-940GZZLUGHK-1000088-Bus-1-same_level,940GZZLUGHK-1000088-A-WEL-5,940GZZLUGHK-1000088-Bus-1,1,1
940GZZLUGHK-1000088-B-GOL-4-940GZZLUGHK-1000088-BookH-6-same_level,940GZZLUGHK-1000088-B-GOL-4,940GZZLUGHK-1000088-BookH-6,1,1
940GZZLUGHK-1000088-B-GOL-4-940GZZLUGHK-1000088-Bus-1-same_level,940GZZLUGHK-1000088-B-GOL-4,940GZZLUGHK-1000088-Bus-1,1,1
940GZZLUGPK-1000093-A-P-N-10-940GZZLUGPK-1000093-Bus-14-same_level,940GZZLUGPK-1000093-A-P-N-10,940GZZLUGPK-1000093-Bus-14,1,1
940GZZLUGPK-1000093-BookH-5-940GZZLUGPK-1000093-C-GRE-12-ramp,940GZZLUGPK-1000093-BookH-5,940GZZLUGPK-1000093-C-GRE-12,1,1
940GZZLUGPK-1000093-BookH-5-940GZZLUGPK-1000093-LoCon-2-lift-940GZZLUGPK-Lift-5,940GZZLUGPK-1000093-BookH-5,940GZZLUGPK-1000093-LoCon-2,5,1
940GZZLUGPK-1000093-BookH-5-940GZZLUGPK-1000093-LoCon-2-lift-940GZZLUGPK-Lift-6,940GZZLUGPK-1000093-BookH-5,940GZZLUGPK-1000093-LoCon-2,5,1
940GZZLUGPK-1000093-BookH-5-940GZZLUGPK-1000093-VIC-18-lift-940GZZLUGPK-Lift-5,940GZZLUGPK-1000093-BookH-5,940GZZLUGPK-1000093-VIC-18,5,1
940GZZLUGPK-1000093-BookH-5-940GZZLUGPK-1000093-VIC-18-lift-940GZZLUGPK-Lift-6,940GZZLUGPK-1000093-BookH-5,940GZZLUGPK-1000093-VIC-18,5,1
940GZZLUGPK-1000093-B-P-S-8-940GZZLUGPK-1000093-Bus-14-same_level,940GZZLUGPK-1000093-B-P-S-8,940GZZLUGPK-1000093-Bus-14,1,1
940GZZLUGPK-1000093-Bus-14-940GZZLUGPK-1000093-C-GRE-12-same_level,940GZZLUGPK-1000093-Bus-14,940GZZLUGPK-1000093-C-GRE-12,1,1
940GZZLUGPK-1000093-Bus-14-940GZZLUGPK-1000093-D-P-S-4-same_level,940GZZLUGPK-1000093-Bus-14,940GZZLUGPK-1000093-D-P-S-4,1,1
940GZZLUGPK-1000093-Bus-14-940GZZLUGPK-1000093-E-STR-11-same_level,940GZZLUGPK-1000093-Bus-14,940GZZLUGPK-1000093-E-STR-11,1,1
940GZZLUGPK-1000093-D-P-S-4-940GZZLUGPK-1000093-BookH-5-lift-940GZZLUGPK-Lift-4,940GZZLUGPK-1000093-D-P-S-4,940GZZLUGPK-1000093-BookH-5,5,1
940GZZLUGPK-1000093-D-P-S-4-940GZZLUGPK-Outside-same_level,940GZZLUGPK-1000093-D-P-S-4,940GZZLUGPK-Outside,1,1
940GZZLUGPK-1000093-JUB-19-940GZZLUGPK-1000093-JubEB-9-same_level,940GZZLUGPK-1000093-JUB-19,940GZZLUGPK-1000093-JubEB-9,1,1
940GZZLUGPK-1000093-JUB-19-940GZZLUGPK-1000093-JubWB-3-same_level,940GZZLUGPK-1000093-JUB-19,940GZZLUGPK-1000093-JubWB-3,1,1
940GZZLUGPK-1000093-JUB-19-940GZZLUGPK-Plat05-NB-jubilee-same_level,940GZZLUGPK-1000093-JUB-19,940GZZLUGPK-Plat05-NB-jubilee,1,1
940GZZLUGPK-1000093-JUB-19-940GZZLUGPK-Plat06-SB-jubilee-same_level,940GZZLUGPK-1000093-JUB-19,940GZZLUGPK-Plat06-SB-jubilee,1,1
940GZZLUGPK-1000093-LoCon-2-940GZZLUGPK-1000093-JUB-19-lift-940GZZLUGPK-Lift-2,940GZZLUGPK-1000093-LoCon-2,940GZZLUGPK-1000093-JUB-19,5,1
940GZZLUGPK-1000093-LoCon-2-940GZZLUGPK-1000093-Picca-1-lift-940GZZLUGPK-Lift-1,940GZZLUGPK-1000093-LoCon-2,940GZZLUGPK-1000093-Picca-1,5,1
940GZZLUGPK-1000093-Picca-1-940GZZLUGPK-Plat01-WB-piccadilly-same_level,940GZZLUGPK-1000093-Picca-1,940GZZLUGPK-Plat01-WB-piccadilly,1,1
940GZZLUGPK-1000093-Picca-1-940GZZLUGPK-Plat02-EB-piccadilly-same_level,940GZZLUGPK-1000093-Picca-1,940GZZLUGPK-Plat02-EB-piccadilly,1,1
940GZZLUGPK-1000093-VIC-18-940GZZLUGPK-1000093-LoCon-2-lift-940GZZLUGPK-Lift-5,940GZZLUGPK-1000093-VIC-18,940GZZLUGPK-1000093-LoCon-2,5,1
940GZZLUGPK-1000093-VIC-18-940GZZLUGPK-1000093-LoCon-2-lift-940GZZLUGPK-Lift-6,940GZZLUGPK-1000093-VIC-18,940GZZLUGPK-1000093-LoCon-2,5,1
940GZZLUGPK-1000093-VIC-18-940GZZLUGPK-1000093-VicNB-13-same_level,940GZZLUGPK-1000093-VIC-18,940GZZLUGPK-1000093-VicNB-13,1,1
940GZZLUGPK-1000093-VIC-18-940GZZLUGPK-1000093-VicSB-7-same_level,940GZZLUGPK-1000093-VIC-18,940GZZLUGPK-1000093-VicSB-7,1,1
940GZZLUGPK-1000093-VIC-18-940GZZLUGPK-Plat03-NB-victoria-same_level,940GZZLUGPK-1000093-VIC-18,940GZZLUGPK-Plat03-NB-victoria,1,1
940GZZLUGPK-1000093-VIC-18-940GZZLUGPK-Plat04-SB-victoria-same_level,940GZZLUGPK-1000093-VIC-18,940GZZLUGPK-Plat04-SB-victoria,1,1
940GZZLUGPK-Plat01-WB-piccadilly-940GZZLUGPK-Plat02-EB-piccadilly-same_level,940GZZLUGPK-Plat01-WB-piccadilly,940GZZLUGPK-Plat02-EB-piccadilly,1,1
940GZZLUGPK-Plat03-NB-victoria-940GZZLUGPK-Plat04-SB-victoria-same_level,940GZZLUGPK-Plat03-NB-victoria,940GZZLUGPK-Plat04-SB-victoria,1,1
940GZZLUGPK-Plat05-NB-jubilee-940GZZLUGPK-Plat06-SB-jubilee-same_level,940GZZLUGPK-Plat05-NB-jubilee,940GZZLUGPK-Plat06-SB-jubilee,1,1
940GZZLUGPS-1000091-A-GRE-3-940GZZLUGPS-1000091-BookH-5-same_level,940GZZLUGPS-1000091-A-GRE-3,940GZZLUGPS-1000091-BookH-5,1,1
940GZZLUGPS-1000091-A-GRE-3-940GZZLUGPS-1000091-Bus-1-same_level,940GZZLUGPS-1000091-A-GRE-3,940GZZLUGPS-1000091-Bus-1,1,1
940GZZLUGPS-1000091-A-GRE-3-940GZZLUGPS-1000091-BUSH-7-same_level,940GZZLUGPS-1000091-A-GRE-3,940GZZLUGPS-1000091-BUSH-7,1,1
940GZZLUGPS-1000091-B-MAR-2-940GZZLUGPS-1000091-BookH-5-same_level,940GZZLUGPS-1000091-B-MAR-2,940GZZLUGPS-1000091-BookH-5,1,1
940GZZLUGPS-1000091-B-MAR-2-940GZZLUGPS-1000091-Bus-1-same_level,940GZZLUGPS-1000091-B-MAR-2,940GZZLUGPS-1000091-Bus-1,1,1
940GZZLUGPS-1000091-B-MAR-2-940GZZLUGPS-1000091-BUSH-7-same_level,940GZZLUGPS-1000091-B-MAR-2,940GZZLUGPS-1000091-BUSH-7,1,1
940GZZLUGTH-1000085-A-C-E-7-940GZZLUGTH-1000085-BUS-1-same_level,940GZZLUGTH-1000085-A-C-E-7,940GZZLUGTH-1000085-BUS-1,1,1
940GZZLUGTH-1000085-A-C-E-7-940GZZLUGTH-1000085-BUSAB-3-same_level,940GZZLUGTH-1000085-A-C-E-7,940GZZLUGTH-1000085-BUSAB-3,1,1
940GZZLUGTH-1000085-A-C-E-7-940GZZLUGTH-1000085-BUSPE-13-same_level,940GZZLUGTH-1000085-A-C-E-7,940GZZLUGTH-1000085-BUSPE-13,1,1
940GZZLUGTH-1000085-B-E-N-8-940GZZLUGTH-1000085-BookH-14-ramp,940GZZLUGTH-1000085-B-E-N-8,940GZZLUGTH-1000085-BookH-14,1,1
940GZZLUGTH-1000085-B-E-N-8-940GZZLUGTH-1000085-BUS-1-same_level,940GZZLUGTH-1000085-B-E-N-8,940GZZLUGTH-1000085-BUS-1,1,1
940GZZLUGTH-1000085-B-E-N-8-940GZZLUGTH-1000085-BUSAB-3-same_level,940GZZLUGTH-1000085-B-E-N-8,940GZZLUGTH-1000085-BUSAB-3,1,1
940GZZLUGTH-1000085-B-E-N-8-940GZZLUGTH-1000085-BUSPE-13-same_level,940GZZLUGTH-1000085-B-E-N-8,940GZZLUGTH-1000085-BUSPE-13,1,1
940GZZLUGTH-1000085-BookH-14-940GZZLUGTH-1000085-C-PER-9-ramp,940GZZLUGTH-1000085-BookH-14,940GZZLUGTH-1000085-C-PER-9,1,1
940GZZLUGTH-1000085-BookH-14-940GZZLUGTH-1000085-E-CLA-11-ramp,940GZZLUGTH-1000085-BookH-14,940GZZLUGTH-1000085-E-CLA-11,1,1
940GZZLUGTH-1000085-BookH-14-940GZZLUGTH-1000085-G-W-S-4-ramp,940GZZLUGTH-1000085-BookH-14,940GZZLUGTH-1000085-G-W-S-4,1,1
940GZZLUGTH-1000085-BookH-14-940GZZLUGTH-1000085-H-W-N-5-ramp,940GZZLUGTH-1000085-BookH-14,940GZZLUGTH-1000085-H-W-N-5,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-BUSAB-3-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-BUSAB-3,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-BUSPE-13-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-BUSPE-13,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-C-PER-9-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-C-PER-9,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-D-C-E-10-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-D-C-E-10,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-E-CLA-11-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-E-CLA-11,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-F-E-N-12-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-F-E-N-12,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-G-W-S-4-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-G-W-S-4,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-H-W-N-5-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-H-W-N-5,1,1
940GZZLUGTH-1000085-BUS-1-940GZZLUGTH-1000085-I-C-W-6-same_level,940GZZLUGTH-1000085-BUS-1,940GZZLUGTH-1000085-I-C-W-6,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-BUSPE-13-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-BUSPE-13,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-C-PER-9-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-C-PER-9,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-D-C-E-10-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-D-C-E-10,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-E-CLA-11-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-E-CLA-11,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-F-E-N-12-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-F-E-N-12,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-G-W-S-4-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-G-W-S-4,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-H-W-N-5-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-H-W-N-5,1,1
940GZZLUGTH-1000085-BUSAB-3-940GZZLUGTH-1000085-I-C-W-6-same_level,940GZZLUGTH-1000085-BUSAB-3,940GZZLUGTH-1000085-I-C-W-6,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-C-PER-9-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-C-PER-9,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-D-C-E-10-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-D-C-E-10,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-E-CLA-11-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-E-CLA-11,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-F-E-N-12-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-F-E-N-12,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-G-W-S-4-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-G-W-S-4,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-H-W-N-5-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-H-W-N-5,1,1
940GZZLUGTH-1000085-BUSPE-13-940GZZLUGTH-1000085-I-C-W-6-same_level,940GZZLUGTH-1000085-BUSPE-13,940GZZLUGTH-1000085-I-C-W-6,1,1
940GZZLUGTR-1000086-A-GLO-7-940GZZLUGTR-1000086-BookH-8-same_level,940GZZLUGTR-1000086-A-GLO-7,940GZZLUGTR-1000086-BookH-8,1,1
940GZZLUGTR-1000086-A-GLO-7-940GZZLUGTR-1000086-Bus-1-same_level,940GZZLUGTR-1000086-A-GLO-7,940GZZLUGTR-1000086-Bus-1,1,1
940GZZLUGTR-1000086-B-GLA-9-940GZZLUGTR-1000086-BookH-8-same_level,940GZZLUGTR-1000086-B-GLA-9,940GZZLUGTR-1000086-BookH-8,1,1
940GZZLUGTR-1000086-B-GLA-9-940GZZLUGTR-1000086-Bus-1-same_level,940GZZLUGTR-1000086-B-GLA-9,940GZZLUGTR-1000086-Bus-1,1,1
940GZZLUGTR-1000086-CirWB-2-940GZZLUGTR-1000086-DisEB-3-same_level,940GZZLUGTR-1000086-CirWB-2,940GZZLUGTR-1000086-DisEB-3,1,1
940GZZLUGTR-1000086-PicEB-5-940GZZLUGTR-1000086-PicWB-6-same_level,940GZZLUGTR-1000086-PicEB-5,940GZZLUGTR-1000086-PicWB-6,1,1
940GZZLUHBN-1000112-A-KIN-6-940GZZLUHBN-1000112-BookH-8-same_level,940GZZLUHBN-1000112-A-KIN-6,940GZZLUHBN-1000112-BookH-8,1,0
940GZZLUHBN-1000112-B-HIG-7-940GZZLUHBN-1000112-Bus-1-same_level,940GZZLUHBN-1000112-B-HIG-7,940GZZLUHBN-1000112-Bus-1,1,0
940GZZLUHBN-1000112-B-HIG-7-940GZZLUHBN-1000112-BUSK-9-same_level,940GZZLUHBN-1000112-B-HIG-7,940GZZLUHBN-1000112-BUSK-9,1,0
940GZZLUHBN-1000112-BookH-8-940GZZLUHBN-1000112-B-HIG-7-same_level,940GZZLUHBN-1000112-BookH-8,940GZZLUHBN-1000112-B-HIG-7,1,0
940GZZLUHBN-1000112-Bus-1-940GZZLUHBN-1000112-A-KIN-6-same_level,940GZZLUHBN-1000112-Bus-1,940GZZLUHBN-1000112-A-KIN-6,1,0
940GZZLUHBN-1000112-Bus-1-940GZZLUHBN-1000112-BUSK-9-same_level,940GZZLUHBN-1000112-Bus-1,940GZZLUHBN-1000112-BUSK-9,1,1
940GZZLUHBN-1000112-BUSK-9-940GZZLUHBN-1000112-A-KIN-6-same_level,940GZZLUHBN-1000112-BUSK-9,940GZZLUHBN-1000112-A-KIN-6,1,0
940GZZLUHBT-1000107-A-BAR-2-940GZZLUHBT-1000107-BookH-4-ramp,940GZZLUHBT-1000107-A-BAR-2,940GZZLUHBT-1000107-BookH-4,1,1
940GZZLUHBT-1000107-A-BAR-2-940GZZLUHBT-1000107-BusP-5-same_level,940GZZLUHBT-1000107-A-BAR-2,940GZZLUHBT-1000107-BusP-5,1,1
940GZZLUHBT-1000107-A-BAR-2-940GZZLUHBT-1000107-BusQR-1-same_level,940GZZLUHBT-1000107-A-BAR-2,940GZZLUHBT-1000107-BusQR-1,1,1
940GZZLUHBT-1000107-BusP-5-940GZZLUHBT-1000107-BusQR-1-same_level,940GZZLUHBT-1000107-BusP-5,940GZZLUHBT-1000107-BusQR-1,1,1
940GZZLUHBT-1000107-CPENT-6-940GZZLUHBT-1000107-North-3-same_level,940GZZLUHBT-1000107-CPENT-6,940GZZLUHBT-1000107-North-3,1,1
940GZZLUHBT-Outside-940GZZLUHBT-Plat01-SB-northern-same_level,940GZZLUHBT-Outside,940GZZLUHBT-Plat01-SB-northern,1,1
940GZZLUHBT-Outside-940GZZLUHBT-Plat02-SB-northern-same_level,940GZZLUHBT-Outside,940GZZLUHBT-Plat02-SB-northern,1,1
940GZZLUHBT-Outside-940GZZLUHBT-Plat03-SB-northern-same_level,940GZZLUHBT-Outside,940GZZLUHBT-Plat03-SB-northern,1,1
